Description,Price,Jewelry_Type,Product_Carat,Stone1_Desc,Stone1_Carat,Stone1_Stone,Stone1_Color,Stone1_Cut,Stone2_Desc,Stone2_Carat,Stone2_Stone,Stone2_Color,Stone2_Cut
"Effy Safari 14K Yellow Gold Multi Gemstone Dragon Ring, 1.51 TCW",2750,Rings,1.51,Emerald Multi-Color,1.5,Multi-Color,Multi-Color,Emerald,Round Diamond,0.01,Diamond,White,Round
Effy Safari 14K Yellow Gold Tsavorite and Diamond Mini Turtle Pendant,1495,Necklace and Pendant,0.0,Round Tsavorite,0.38,Tsavorite,Green,Round,Round Diamond,0.06,Diamond,White,Round
"Effy Safari 14K Yellow Gold Tsavorite Frog Pendant, 1.13 TCW",2995,Necklace and Pendant,1.13,Round Tsavorite,0.84,Tsavorite,Green,Round,Round Diamond,0.29,Diamond,White,Round
"Effy Safari 14K Yellow Gold Tsavorite, Dia. & Sapphire Frog Ring, 1.45 TCW",3795,Rings,1.45,Round Multi-Color,1.08,Multi-Color,Multi-Color,Round,Round Diamond,0.37,Diamond,White,Round
"Effy Safari Sterling Silver and 18K Gold Sapphire Dragon Ring, 0.79 TCW",1395,Rings,0.79,Round Blue Sapphire,0.7,Sapphire,Blue,Round,Round Diamond,0.09,Diamond,White,Round
"Effy Safari Sterling Silver Black and White Diamond Turtle Pendant, 0.32 TCW",850,Necklace and Pendant,0.32,Round Diamond,0.32,Diamond,White,Round,,0.0,,,
"Effy Safari Sterling Silver Multi Sapphire and Tsavorite Elephant Pendant, 2.20 TCW",950,Necklace and Pendant,2.2,Round Multi-Sapphire,2.2,Multi-Sapphire,Multi-Sapphire,Round,,0.0,,,
"Effy Seaside 14K Gold Blue Sapphire & Diamond Starfish Bracelet, 1.06 TCW",4995,Bracelets,1.06,Round Blue Sapphire,0.72,Sapphire,Blue,Round,Round Diamond,0.34,Diamond,White,Round
"Effy Seaside 14K Gold Blue Topaz and Diamond Starfish Ring, 13.74 TCW",2595,Rings,13.74,Oval Blue Topaz,13.65,Topaz,Blue,Oval,Round Diamond,0.09,Diamond,White,Round
"Effy Seaside 14K Gold Cognac & White Diamond Stingray Pendant, 0.46 TCW",2195,Necklace and Pendant,0.46,Round Diamond,0.46,Diamond,White,Round,,0.0,,,
"Effy Seaside 14K Gold Espresso & White Diamond Starfish Pendant, 0.36 TCW",995,Necklace and Pendant,0.36,Round Diamond,0.36,Diamond,White,Round,,0.0,,,
"Effy Seaside 14K Gold Espresso & White Diamond Turtle Pendant, 0.42 TCW",2495,Necklace and Pendant,0.42,Round Cognac Diamond,0.19,Diamond,Cognac,Round,Round Diamond,0.23,Diamond,White,Round
"Effy Seaside 14K Gold Sapphire & Diamond Whale's Tail Earrings, 1.32 TCW",2995,Earrings,1.32,Round Blue Sapphire,0.93,Sapphire,Blue,Round,Round Diamond,0.39,Diamond,White,Round
"Effy Seaside 14K Gold Sapphire & Diamond Whale's Tail Pendant, 0.79 TCW",1595,Necklace and Pendant,0.79,Round Blue Sapphire,0.74,Sapphire,Blue,Round,Round Diamond,0.05,Diamond,White,Round
"Effy Seaside 14K Gold Sapphire & Diamond Whale's Tail Pendant, 0.82 TCW",1495,Necklace and Pendant,0.82,Round Multi-Sapphire,0.77,Multi-Sapphire,Multi-Sapphire,Round,Round Diamond,0.05,Diamond,White,Round
"Effy Seaside 14K Gold Tsavorite, Sapphire & Diamond Seahorse Pendant, 1.04 TCW",2295,Necklace and Pendant,1.04,Round Tsavorite,0.48,Tsavorite,Green,Round,Round Blue Sapphire,0.36,Sapphire,Blue,Round
"Effy Seaside 14K Rose Gold Diamond Whale's Tail Pendant, 0.05 TCW",895,Necklace and Pendant,0.05,Round Diamond,0.05,Diamond,White,Round,,0.0,,,
"Effy Seaside 14K Tri Color Gold Diamond Starfish Bracelet, 0.28 TCW",2195,Bracelets,0.28,Round Diamond,0.28,Diamond,White,Round,Adjustable length up to,8.5,,,
"Effy Seaside 14K Tri Color Gold Diamond Starfish Earrings, 0.33 TCW",2095,Earrings,0.33,Round Diamond,0.33,Diamond,White,Round,,0.0,,,
"Effy Seaside 14K Tri Color Gold Diamond Starfish Ring, 0.23 TCW",1595,Rings,0.23,Round Diamond,0.23,Diamond,White,Round,,0.0,,,
"Effy Seaside 14K Two Tone Gold Diamond Anchor Pendant, 0.18 TCW",2450,Necklace and Pendant,0.18,Round Diamond,0.18,Diamond,White,Round,,0.0,,,
"Effy Seaside 14K Two Tone Gold Diamond Anchor Ring, 0.12 TCW",1250,Rings,0.12,Round Diamond,0.12,Diamond,White,Round,,0.0,,,
"Effy Seaside 14K Two Tone Gold Diamond Starfish Ring, 0.26 TCW",2795,Rings,0.26,Round Diamond,0.26,Diamond,White,Round,,0.0,,,
"Effy Seaside 14K White and Yellow Gold Diamond Starfish Ring, 0.39 TCW",4375,Rings,0.39,Round Diamond,0.39,Diamond,White,Round,,0.0,,,
"Effy Seaside 14K White Gold Blue & White Diamond Anchor Pendant, 0.20 TCW",795,Necklace and Pendant,0.2,Round Diamond,0.2,Diamond,White,Round,,0.0,,,
"Effy Seaside 14K White Gold Blue & White Diamond Crab Pendant, 0.42 TCW",2795,Necklace and Pendant,0.42,Round Diamond,0.42,Diamond,White,Round,,0.0,,,
"Effy Seaside 14K White Gold Blue Ceylon Sapphire & Diamond Pendant, 3.32 TCW",3250,Necklace and Pendant,3.32,Multi-Shape Blue Sapphire,2.94,Sapphire,Blue,Multi-Shape,Round Diamond,0.38,Diamond,White,Round
"Effy Seaside 14K White Gold Blue Diamond Whale's Tail Pendant, 0.05 TCW",895,Necklace and Pendant,0.05,Round Blue Diamond,0.05,Diamond,Blue,Round,,0.0,,,
"Effy Seaside 14K White Gold Blue Sapphire & Diamond Dolphin Ring, 1.12 TCW",3595,Rings,1.12,Round Blue Sapphire,1.01,Sapphire,Blue,Round,Round Diamond,0.11,Diamond,White,Round
"Effy Seaside 14K White Gold Blue Sapphire & Diamond Dolphin Ring, 1.39 TCW",3995,Rings,1.39,Round Blue Sapphire,1.02,Sapphire,Blue,Round,Round Diamond,0.37,Diamond,White,Round
Effy Seaside 14K White Gold Blue Sapphire & Diamond Starfish Pendant,1595,Necklace and Pendant,0.0,Round Blue Sapphire,0.6,Sapphire,Blue,Round,Round Diamond,0.1,Diamond,White,Round
Effy Seaside 14K White Gold Blue Sapphire & Diamond Starfish Pendant,2695,Necklace and Pendant,0.0,Round Blue Sapphire,1.45,Sapphire,Blue,Round,Round Diamond,0.17,Diamond,White,Round
"Effy Seaside 14K White Gold Blue Sapphire and Diamond Anchor Pendant, 0.23 TCW",995,Necklace and Pendant,0.23,Round Blue Sapphire,0.22,Sapphire,Blue,Round,Round Diamond,0.01,Diamond,White,Round
Effy Seaside 14K White Gold Blue Sapphire and Diamond Starfish Pendant,3195,Necklace and Pendant,0.0,Multi-Shape Blue Sapphire,3.38,Sapphire,Blue,Multi-Shape,Round Diamond,0.29,Diamond,White,Round
"Effy Seaside 14K White Gold Diamond Anchor Pendant, 0.09 TCW",795,Necklace and Pendant,0.09,Round Diamond,0.09,Diamond,White,Round,,0.0,,,
"Effy Seaside 14K White Gold Diamond Anchor Pendant, 0.21",1495,Necklace and Pendant,0.0,Round Diamond,0.21,Diamond,White,Round,,0.0,,,
"Effy Seaside 14K White Gold Diamond Anchor Pendant, 0.26 TCW",1895,Necklace and Pendant,0.26,Round Diamond,0.26,Diamond,White,Round,,0.0,,,
"Effy Seaside 14K White Gold Diamond Starfish Pendant, 0.51 TCW",2600,Necklace and Pendant,0.51,Round Diamond,0.51,Diamond,White,Round,,0.0,,,
"Effy Seaside 14K White Gold Diamond Starfish Pendant, 0.55 TCW",2695,Necklace and Pendant,0.55,Round Diamond,0.55,Diamond,White,Round,,0.0,,,
"Effy Seaside 14K White Gold Diamond Whale's Tail Bangle, 0.46 TCW",5195,Bracelets,0.46,Round Diamond,0.46,Diamond,White,Round,,0.0,,,
"Effy Seaside 14K White Gold Diamond Whale's Tail Pendant, 0.05 TCW",895,Necklace and Pendant,0.05,Round Diamond,0.05,Diamond,White,Round,,0.0,,,
"Effy Seaside 14K White Gold Diamond Whale's Tail Pendant, 0.28 TCW",1895,Necklace and Pendant,0.28,Round Diamond,0.28,Diamond,White,Round,,0.0,,,
"Effy Seaside 14K White Gold Diamond Whale's Tail Pendant, 0.49 TCW",2395,Necklace and Pendant,0.49,Multi-Shape Diamond,0.49,Diamond,White,Multi-Shape,,0.0,,,
"Effy Seaside 14K White Gold Mixed Diamond & Ruby Stingray Pendant, 1.00 TCW",3795,Necklace and Pendant,1.0,Round Diamond,0.92,Diamond,White,Round,Round Ruby,0.04,Ruby,Red,Round
"Effy Seaside 14K White Gold Sapphire & Diamond Dolphin Pendant, 0.76 TCW",1450,Necklace and Pendant,0.76,Round Blue Sapphire,0.75,Sapphire,Blue,Round,Round Diamond,0.01,Diamond,White,Round
"Effy Seaside 14K White Gold Sapphire & Diamond Dolphins Pendant, 0.65 TCW",2595,Necklace and Pendant,0.65,Round Blue Sapphire,0.44,Sapphire,Blue,Round,Round Diamond,0.21,Diamond,White,Round
"Effy Seaside 14K White Gold Sapphire & Diamond Dolphins Pendant, 0.71 TCW",2150,Necklace and Pendant,0.71,Round Blue Sapphire,0.55,Sapphire,Blue,Round,Round Diamond,0.16,Diamond,White,Round
"Effy Seaside 14K White Gold Sapphire & Diamond Seahorse Pendant, 0.78 TCW",2250,Necklace and Pendant,0.78,Round Blue Sapphire,0.59,Sapphire,Blue,Round,Round Diamond,0.19,Diamond,White,Round
"Effy Seaside 14K White Gold Sapphire & Diamond Starfish Bangle, 8.25 TCW",8395,Bracelets,8.25,Multi-Shape Blue Sapphire,7.8,Sapphire,Blue,Multi-Shape,Round Diamond,0.25,Diamond,White,Round
"Effy Seaside 14K White Gold Sapphire & Diamond Starfish Earrings, 0.71 TCW",1595,Earrings,0.71,Round Blue Sapphire,0.61,Sapphire,Blue,Round,Round Diamond,0.1,Diamond,White,Round
"Effy Seaside 14K White Gold Sapphire & Diamond Starfish Earrings, 2.97 TCW",3595,Earrings,2.97,Round Diamond,0.24,Diamond,White,Round,Multi-Shape Sapphire,2.73,Sapphire,Blue,Multi-Shape
"Effy Seaside 14K White Gold Sapphire & Diamond Starfish Pendant, 0.41 TCW",850,Necklace and Pendant,0.41,Round Blue Sapphire,0.35,Sapphire,Blue,Round,Round Diamond,0.06,Diamond,White,Round
"Effy Seaside 14K White Gold Sapphire & Diamond Starfish Pendant, 5.74 TCW",4995,Necklace and Pendant,5.74,Multi-Shape Blue Sapphire,5.46,Sapphire,Blue,Multi-Shape,Round Diamond,0.28,Diamond,White,Round
Effy Seaside 14K White Gold Sapphire & Diamond Starfish Ring,4995,Rings,0.0,Round Blue Sapphire,2.71,Sapphire,Blue,Round,Round Diamond,0.24,Diamond,White,Round
"Effy Seaside 14K White Gold Sapphire & Diamond Starfish Ring, 0.46 TCW",1750,Rings,0.46,Round Blue Sapphire,0.35,Sapphire,Blue,Round,Round Diamond,0.11,Diamond,White,Round
"Effy Seaside 14K White Gold Sapphire & Diamond Starfish Ring, 3.71 TCW",3600,Rings,3.71,Round Diamond,0.24,Diamond,White,Round,Multi-Shape Sapphire,3.54,Sapphire,Blue,Multi-Shape
"Effy Seaside 14K White Gold Sapphire & Diamond Starfish Studs, 0.82 TCW",1850,Earrings,0.82,Round Blue Sapphire,0.7,Sapphire,Blue,Round,Round Diamond,0.12,Diamond,White,Round
"Effy Seaside 14K White Gold Sapphire and Diamond Anchor Pendant, 0.29 TCW",1495,Necklace and Pendant,0.29,Round Blue Sapphire,0.27,Sapphire,Blue,Round,Round Diamond,0.02,Diamond,White,Round
"Effy Seaside 14K White Gold Sapphire and Diamond Dolphin Ring, 1.15 TCW",2700,Rings,1.15,Round Blue Sapphire,1.06,Sapphire,Blue,Round,Round Diamond,0.09,Diamond,White,Round
Effy Seaside 14K White Gold Sapphire and Diamond Whale's Tail Pendant,2450,Necklace and Pendant,0.0,Round Blue Sapphire,0.63,Sapphire,Blue,Round,Round Diamond,0.2,Diamond,White,Round
"Effy Seaside 14K Yellow Gold Abalone and Diamond Starfish Pendant, 0.09 TCW",1395,Necklace and Pendant,0.09,Multi-Shape Abalone,0.0,Abalone,Blue-Green,Multi-Shape,Round Diamond,0.09,Diamond,White,Round
"Effy Seaside 14K Yellow Gold Blue & White Diamond Wave Pendant, 0.53 TCW",2795,Necklace and Pendant,0.53,Round Diamond,0.53,Diamond,White,Round,,0.0,,,
"Effy Seaside 14K Yellow Gold Blue Diamond Whale's Tail Pendant, 0.05 TCW",895,Necklace and Pendant,0.05,Round Blue Diamond,0.05,Diamond,Blue,Round,,0.0,,,
"Effy Seaside 14K Yellow Gold Diamond Anchor Pendant, 0.06 TCW",995,Necklace and Pendant,0.06,Round Diamond,0.06,Diamond,White,Round,,0.0,,,
"Effy Seaside 14K Yellow Gold Diamond Anchor Pendant, 0.09 TCW",795,Necklace and Pendant,0.09,Round Diamond,0.09,Diamond,White,Round,,0.0,,,
"Effy Seaside 14K Yellow Gold Diamond Anchor Pendant, 0.21 TCW",1550,Necklace and Pendant,0.21,Round Diamond,0.21,Diamond,White,Round,,0.0,,,
"Effy Seaside 14K Yellow Gold Diamond Seahorse Pendant, 0.15 TCW",1095,Necklace and Pendant,0.15,Round Diamond,0.15,Diamond,White,Round,,0.0,,,
"Effy Seaside 14K Yellow Gold Diamond Starfish Earrings, 0.18 TCW",1195,Earrings,0.18,Round Diamond,0.18,Diamond,White,Round,,0.0,,,
"Effy Seaside 14K Yellow Gold Diamond Starfish Pendant, 0.13 TCW",1395,Necklace and Pendant,0.13,Round Diamond,0.13,Diamond,White,Round,,0.0,,,
"Effy Seaside 14K Yellow Gold Diamond Starfish Ring, 0.37 TCW",2695,Rings,0.37,Round Diamond,0.37,Diamond,White,Round,,0.0,,,
"Effy Seaside 14K Yellow Gold Diamond Whale's Tail Pendant, 0.05 TCW",895,Necklace and Pendant,0.05,Round Diamond,0.05,Diamond,White,Round,,0.0,,,
"Effy Seaside 14K Yellow Gold Diamond Whale's Tail Pendant, 0.28 TCW",1895,Necklace and Pendant,0.28,Round Diamond,0.28,Diamond,White,Round,,0.0,,,
"Effy Seaside 14K Yellow Gold Pave Diamond Crab Pendant, 0.21 TCW",1595,Necklace and Pendant,0.21,Round Diamond,0.21,Diamond,White,Round,,0.0,,,
"Effy Seaside 14K Yellow Gold Sapphire & Diamond Dolphins Pendant, 0.72 TCW",2195,Necklace and Pendant,0.72,Round Blue Sapphire,0.6,Sapphire,Blue,Round,Round Diamond,0.12,Diamond,White,Round
"Effy Seaside 14K Yellow Gold Sapphire & Diamond Starfish Pendant, 0.41 TCW",850,Necklace and Pendant,0.41,Round Blue Sapphire,0.35,Sapphire,Blue,Round,Round Diamond,0.06,Diamond,White,Round
"Effy Seaside 14K Yellow Gold Sapphire and Diamond Turtle Pendant, 2.65 TCW",2895,Necklace and Pendant,2.65,Multi-Shape Blue Sapphire,2.57,Sapphire,Blue,Multi-Shape,Round Diamond,0.07,Diamond,White,Round
"Effy Seaside S. Silver Mix Gemstone & Diamond Starfish Earrings, 5.29 TCW",1250,Earrings,5.29,Multi-Shape Multi-Color,5.2,Multi-Color,Multi-Color,Multi-Shape,Round Diamond,0.09,Diamond,White,Round
"Effy Seaside S. Silver Topaz & Diamond Turtle and Starfish Ring, 1.06 TCW",595,Rings,1.06,Round Blue Topaz,0.98,Topaz,Blue,Round,Round Diamond,0.08,Diamond,White,Round
"Effy Seaside Silver & 18K Gold Blue Topaz Starfish Pendant, 4.90 TCW",795,Necklace and Pendant,4.9,Multi-Shape Blue Topaz,4.9,Topaz,Blue,Multi-Shape,,0.0,,,
"Effy Seaside Silver and 18K Gold Blue Topaz Starfish Bangle, 26.80 TCW",2350,Bracelets,26.8,Multi-Shape Blue Topaz,26.8,Topaz,Blue,Multi-Shape,,0.0,,,
"Effy Seaside Silver and 18K Gold Blue Topaz Starfish Earrings, 6.40 TCW",995,Earrings,6.4,Multi-Shape Blue Topaz,6.4,Topaz,Blue,Multi-Shape,,0.0,,,
"Effy Seaside Silver and 18K Gold Blue Topaz Starfish Ring, 6.70 TCW",950,Rings,6.7,Multi-Shape Blue Topaz,6.7,Topaz,Blue,Multi-Shape,,0.0,,,
Effy Seaside Silver Cultured Fresh Water Pearl Whale's Tail Pendant,325,Necklace and Pendant,0.0,Round Pearl,0.0,Pearl,White,Round,,0.0,,,
"Effy Seaside Sterling Silver & 18K Gold Blue Topaz Anchor Pendant, 0.80 TCW",250,Necklace and Pendant,0.8,Cushion Blue Topaz,0.8,Topaz,Blue,Cushion,,0.0,,,
"Effy Seaside Sterling Silver & 18K Gold Diamond Anchor Pendant, 0.04 TCW",450,Necklace and Pendant,0.04,Round Diamond,0.04,Diamond,White,Round,,0.0,,,
"Effy Seaside Sterling Silver & 18K Gold Multi Gemstone Starfish Pendant, 1.82 TCW",825,Necklace and Pendant,1.82,Multi-Shape Multi-Color,1.82,Multi-Color,Multi-Color,Multi-Shape,,0.0,,,
"Effy Seaside Sterling Silver 18K Gold Multi Gemstone Starfish Ring, 2.14 TCW",825,Rings,2.14,Multi-Shape Multi-Color,2.14,Multi-Color,Multi-Color,Multi-Shape,,0.0,,,
"Effy Seaside Sterling Silver and Diamond Whale's Tail Bracelet, 0.09 TCW",665,Bracelets,0.09,Round Diamond,0.09,Diamond,White,Round,,0.0,,,
"Effy Seaside Sterling Silver Blue Sapphire Dolphin Pendant, 1.20 TCW",850,Necklace and Pendant,1.2,Round Blue Sapphire,1.2,Sapphire,Blue,Round,,0.0,,,
"Effy Seaside Sterling Silver Blue Sapphire Starfish Earrings, 2.40 TCW",750,Earrings,2.4,Round Blue Sapphire,2.4,Sapphire,Blue,Round,,0.0,,,
"Effy Seaside Sterling Silver Diamond Anchor Bracelet, 0.16 TCW",1195,Bracelets,0.16,Round Diamond,0.16,Diamond,White,Round,,0.0,,,
"Effy Seaside Sterling Silver Diamond Turtle Bracelet, 0.07 TCW",595,Bracelets,0.07,Round Diamond,0.07,Diamond,White,Round,,0.0,,,
"Effy Seaside Sterling Silver Mix Gemstone & Diamond Starfish Ring, 5.71 TCW",1100,Rings,5.71,Multi-Shape Multi-Color,5.66,Multi-Color,Multi-Color,Multi-Shape,Round Diamond,0.05,Diamond,White,Round
"Effy Seaside Sterling Silver Multi Gemstone Crab Pendant, 1.75 TCW",575,Necklace and Pendant,1.75,Oval Amethyst,1.1,Amethyst,Green,Oval,Round Pink Sapphire,0.65,Sapphire,Pink,Round
"Effy Seaside Sterling Silver Multi Gemstone Starfish Pendant, 4.50 TCW",795,Necklace and Pendant,4.5,Multi-Shape Multi-Color,4.5,Multi-Color,Multi-Color,Multi-Shape,,0.0,,,
"Effy Seaside Sterling Silver Multi Gemstone Starfish Ring, 5.66 TCW",995,Rings,5.66,Multi-Shape Multi-Color,5.66,Multi-Color,Multi-Color,Multi-Shape,,0.0,,,
"Effy Seaside Sterling Silver Multi Gemstone Turtle Pendant, 1.47 TCW",995,Necklace and Pendant,1.47,Multi-Shape Multi-Sapphire,1.47,Multi-Sapphire,Multi-Sapphire,Multi-Shape,,0.0,,,
Effy Seaside Sterling Silver Sapphire and Diamond Seahorse Pendant,995,Necklace and Pendant,0.0,Round Diamond,0.03,Diamond,White,Round,Round Blue Sapphire,0.02,Sapphire,Blue,Round
"Effy Seaside Sterling Silver Sapphire Starfish Pendant, 0.15 TCW",850,Necklace and Pendant,0.15,Round Blue Sapphire,0.15,Sapphire,Blue,Round,,0.0,,,
"Effy Signature 14K 2-Tone Gold Diamond & Emerald Bangle, 0.69 TCW",4995,Bracelets,0.69,Round Diamond,0.345,Diamond,White,Round,Round Black Diamond,0.345,Diamond,Black,Round
"Effy Signature 14K 2-Tone Gold Diamond and Emerald 7"" Bracelet, 1.35 TCW",8595,Bracelets,1.35,Round Diamond,1.25,Diamond,White,Round,Round Emerald,0.1,Emerald,Green,Round
"Effy Signature 14K 2-Tone Gold Diamond and Emerald Necklace, 1.27 TCW",11800,Necklace and Pendant,1.27,Round Diamond,1.17,Diamond,White,Round,Round Emerald,0.1,Emerald,Green,Round
"Effy Signature 14K Gold Black & White Diamond Double Panther Ring, 1.49 TCW",4850,Rings,1.49,Round Diamond,1.45,Diamond,White,Round,Round Emerald,0.04,Emerald,Green,Round
"Effy Signature 14K Gold Black Diamond & Tsavorite Panther Ring, 1.75 TCW",3495,Rings,1.75,Round Black Diamond,1.71,Diamond,Black,Round,Round Tsavorite,0.04,Tsavorite,Green,Round
"Effy Signature 14K Gold Diamond Single or Double Finger Ring, 0.41 TCW",3495,Rings,0.41,Round Diamond,0.39,Diamond,White,Round,Round Tsavorite,0.02,Tsavorite,Green,Round
"Effy Signature 14K Gold Multi Gemstone and Diamond Panther Ring, 0.63 TCW",3150,Rings,0.63,Round Multi-Color,0.55,Multi-Color,Multi-Color,Round,Round Diamond,0.08,Diamond,White,Round
"Effy Signature 14K Gold Multi Sapphire and Diamond Panther Ring, 2.72 TCW",4195,Rings,2.72,Round Multi-Sapphire,2.63,Multi-Sapphire,Multi-Sapphire,Round,Round Diamond,0.09,Diamond,White,Round
"Effy Signature 14K Rose Gold Black and White Diamond Pendant, 2.13 TCW",8750,Necklace and Pendant,2.13,Round Diamond,2.11,Diamond,White,Round,Round Emerald,0.02,Emerald,Green,Round
"Effy Signature 14K Rose Gold Black Diamond & Emerald Bracelet, 0.44 TCW",2595,Bracelets,0.44,Round Black Diamond,0.42,Diamond,Black,Round,Round Emerald,0.02,Emerald,Green,Round
"Effy Signature 14K Rose Gold Black Diamond & Emerald Earrings, 0.93 TCW",2750,Earrings,0.93,Round Black Diamond,0.88,Diamond,Black,Round,Round Emerald,0.05,Emerald,Green,Round
"Effy Signature 14K Rose Gold Black Diamond & Emerald Mini Ring, 0.46 TCW",1695,Rings,0.46,Round Black Diamond,0.44,Diamond,Black,Round,Round Emerald,0.02,Emerald,Green,Round
"Effy Signature 14K Rose Gold Black Diamond & Emerald Necklace, 0.61 TCW",2195,Necklace and Pendant,0.61,Round Black Diamond,0.59,Diamond,Black,Round,Round Emerald,0.02,Emerald,Green,Round
"Effy Signature 14K Rose Gold Diamond & Emerald Double Finger Ring, 1.91 TCW",9895,Rings,1.91,Round Diamond,1.87,Diamond,White,Round,Round Emerald,0.04,Emerald,Green,Round
"Effy Signature 14K Rose Gold Diamond & Emerald Earrings, 0.65 TCW",3465,Earrings,0.65,Round Diamond,0.6,Diamond,White,Round,Round Emerald,0.05,Emerald,Green,Round
"Effy Signature 14K Rose Gold Diamond & Emerald Panther Ring, 0.95 TCW",3400,Rings,0.95,Round Diamond,0.93,Diamond,White,Round,Round Emerald,0.02,Emerald,Green,Round
"Effy Signature 14K Rose Gold Diamond & Emerald Pendant, 0.79 TCW",3200,Necklace and Pendant,0.79,Diamond,0.91,Diamond,White,Round,,0.0,,,
"Effy Signature 14K Rose Gold Diamond & Tsavorite Heart Pendant, 0.73 TCW",4195,Necklace and Pendant,0.73,Round Diamond,0.71,Diamond,White,Round,Round Tsavorite,0.02,Tsavorite,Green,Round
"Effy Signature 14K Rose Gold Diamond & Tsavorite Necklace, 0.35 TCW",2395,Necklace and Pendant,0.35,Round Diamond,0.33,Diamond,White,Round,Round Tsavorite,0.02,Tsavorite,Green,Round
"Effy Signature 14K Rose Gold Diamond & Tsavorite Panther Pendant, 0.11 TCW",1495,Necklace and Pendant,0.11,Round Diamond,0.07,Diamond,White,Round,Round Tsavorite,0.04,Tsavorite,Green,Round
"Effy Signature 14K Rose Gold Diamond & Tsavorite Panther Pendant, 0.31 TCW",2095,Necklace and Pendant,0.31,Round Diamond,0.3,Diamond,White,Round,Round Tsavorite,0.01,Tsavorite,Green,Round
"Effy Signature 14K Rose Gold Diamond and Emerald Bangle, 1.05 TCW",7295,Bracelets,1.05,Round Diamond,1.03,Diamond,White,Round,Round Emerald,0.02,Emerald,Green,Round
"Effy Signature 14K Rose Gold Diamond and Emerald Bangle, 2.54 TCW",16995,Bracelets,2.54,Round Diamond,2.52,Diamond,White,Round,Round Emerald,0.02,Emerald,Green,Round
"Effy Signature 14K Rose Gold Diamond and Emerald Bangle, 2.89 TCW",17995,Bracelets,2.89,Round Diamond,2.81,Diamond,White,Round,Round Emerald,0.08,Emerald,Green,Round
"Effy Signature 14K Rose Gold Diamond and Emerald Earrings, 0.80 TCW",5595,Earrings,0.8,Round Diamond,0.74,Diamond,White,Round,Round Emerald,0.06,Emerald,Green,Round
"Effy Signature 14K Rose Gold Diamond and Emerald Earrings, 0.81 TCW",4795,Earrings,0.81,Round Diamond,0.79,Diamond,White,Round,Round Emerald,0.02,Emerald,Green,Round
"Effy Signature 14K Rose Gold Diamond and Emerald Earrings, 0.89 TCW",4795,Earrings,0.89,Round Diamond,0.82,Diamond,White,Round,Round Black Diamond,0.0,Diamond,Black,Round
"Effy Signature 14K Rose Gold Diamond and Emerald Earrings, 1.57 TCW",6350,Earrings,1.57,Round Diamond,0.785,Diamond,White,Round,Round Black Diamond,0.785,Diamond,Black,Round
"Effy Signature 14K Rose Gold Diamond and Emerald Panther Pendant, 0.46 TCW",3695,Necklace and Pendant,0.46,Round Diamond,0.44,Diamond,White,Round,Round Emerald,0.02,Emerald,Green,Round
"Effy Signature 14K Rose Gold Diamond and Emerald Panther Pendant, 1.75 TCW",8450,Necklace and Pendant,1.75,Round Diamond,1.7,Diamond,White,Round,Round Emerald,0.05,Emerald,Green,Round
"Effy Signature 14K Rose Gold Diamond and Emerald Pendant, 0.44 TCW",3395,Necklace and Pendant,0.44,Round Diamond,0.43,Diamond,White,Round,Round Emerald,0.01,Emerald,Green,Round
"Effy Signature 14K Rose Gold Diamond and Emerald Pendant, 0.79 TCW",3895,Necklace and Pendant,0.79,Round Diamond,0.395,Diamond,White,Round,Round Black Diamond,0.395,Diamond,Black,Round
"Effy Signature 14K Rose Gold Diamond and Emerald Pendant, 2.43 TCW",11500,Necklace and Pendant,2.43,Round Diamond,2.41,Diamond,White,Round,Round Emerald,0.02,Emerald,Green,Round
"Effy Signature 14K Rose Gold Diamond and Emerald Ring, 0.66 TCW",3395,Rings,0.66,Round Diamond,0.33,Diamond,White,Round,Round Cognac Diamond,0.33,Diamond,Cognac,Round
"Effy Signature 14K Rose Gold Diamond and Emerald Ring, 1.52 TCW",6450,Rings,1.52,Diamond,1.5,Diamond,White,Round,,0.0,,,
"Effy Signature 14K Rose Gold Diamond and Emerald Ring, 2.89 TCW",12995,Rings,2.89,Round Diamond,1.445,Diamond,White,Round,Round Cognac Diamond,1.445,Diamond,Cognac,Round
"Effy Signature 14K Rose Gold Diamond and Emerald Ring, 2.98 TCW",10995,Rings,2.98,Oval Emerald,1.56,Emerald,Green,Oval,Round Diamond,1.42,Diamond,White,Round
"Effy Signature 14K Rose Gold Diamond and Emerald Ring, 4.89 TCW",13795,Rings,4.89,Round Diamond,4.62,Diamond,White,Round,Round Emerald,0.27,Emerald,Green,Round
"Effy Signature 14K Rose Gold Diamond and Garnet Panther Ring, 0.56 TCW",2395,Rings,0.56,Round Diamond,0.52,Diamond,White,Round,Round Garnet,0.04,Garnet,Red,Round
"Effy Signature 14K Rose Gold Diamond and Tsavorite Bangle, 0.79 TCW",5800,Bracelets,0.79,Round Diamond,0.75,Diamond,White,Round,Round Tsavorite,0.04,Tsavorite,Green,Round
"Effy Signature 14K Rose Gold Diamond and Tsavorite Mini Ring, 0.25 TCW",1595,Rings,0.25,Round Diamond,0.23,Diamond,White,Round,Round Tsavorite,0.02,Tsavorite,Green,Round
"Effy Signature 14K Rose Gold Diamond and Tsavorite Panther Head Necklace, 0.33 TCW",2250,Necklace and Pendant,0.33,Round Diamond,0.31,Diamond,White,Round,Round Tsavorite,0.02,Tsavorite,Green,Round
