Description,Discount_Price,Price,Metal,Metal Color,Stones,Jewelry_Type,Product_Carat,Stone1_Desc,Stone1_Carat,Stone1_Stone,Stone1_Color,Stone1_Cut,Stone2_Desc,Stone2_Carat,Stone2_Stone,Stone2_Color,Stone2_Cut,Stone3_Desc,Stone3_Carat,Stone3_Stone,Stone3_Color,Stone3_Cut,Stone4_Desc,Stone4_Carat,Stone4_Stone,Stone4_Color,Stone4_Cut,Stone5_Desc,Stone5_Carat,Stone5_Stone,Stone5_Color,Stone5_Cut,Stone6_Desc,Stone6_Carat,Stone6_Stone,Stone6_Color,Stone6_Cut
"Effy 14K White Gold Diamond Drop Earrings, 0.68 TCW",1747.5,3495.0,14K Gold,White,Round Diamond 0.68,Earrings,0.68,Round Diamond,0.68,Diamond, ,Round,,,,,,,,,,,,,,,,,,,,,,,,,
"Effy Aurora 14K Yellow Gold Opal and Diamond Stud Earrings, 0.92 TCW",836.5,1195.0,14K Gold,Yellow,"Round Opal 0.8, Round Diamond 0.12",Earrings,0.92,Round Opal,0.8,Opal, ,Round, Round Diamond,0.12,Diamond, ,Round,,,,,,,,,,,,,,,,,,,,
"Effy Gemma 14K Two Tone Gold Tanzanite and Diamond Earrings, 1.03 TCW",1715.0,2450.0,14K Gold,Yellow and White,"Oval Tanzanite 0.86, Round Diamond 0.17",Earrings,1.03,Oval Tanzanite,0.86,Tanzanite, ,Oval, Round Diamond,0.17,Diamond, ,Round,,,,,,,,,,,,,,,,,,,,
"Effy 14K Rose Gold Diamond Chandelier Earrings, 1.55 TCW",5497.5,10995.0,14K Gold,Rose,Round Diamond 1.55,Earrings,1.55,Round Diamond,1.55,Diamond, ,Round,,,,,,,,,,,,,,,,,,,,,,,,,
"Effy Gemma 14K Yellow Gold Tanzanite Stud Earrings, 0.91 TCW",556.5,795.0,14K Gold,Yellow,"Round Tanzanite 0.91,",Earrings,0.91,Round Tanzanite,0.91,Tanzanite, ,Round,,,,,,,,,,,,,,,,,,,,,,,,,
Effy 14K Yellow Gold Cultured Fresh Water Pearl Earrings,416.5,595.0,14K Gold,Yellow,Round Pearl,Earrings,0.0,Round Pearl,0.0,Pearl, ,Round,,,,,,,,,,,,,,,,,,,,,,,,,
"Effy Bella Bleu 14K White Gold Blue and White Diamond Earrings, 1.54 TCW",3955.0,5650.0,14K Gold,White,Round Diamond 1.54,Earrings,1.54,Round Diamond,1.54,Diamond, ,Round,,,,,,,,,,,,,,,,,,,,,,,,,
"Effy Brasilica 14K Yellow Gold Emerald Earrings, 1.71 TCW",1470.0,2100.0,14K Gold,Yellow,Round Emerald 1.71,Earrings,1.71,Round Emerald,1.71,Emerald, ,Round,,,,,,,,,,,,,,,,,,,,,,,,,
"Effy Classique 14K White Gold Diamond Huggie Hoop Earrings, 0.94 TCW",3146.5,4495.0,14K Gold,White,Multi-Shape Diamond 0.94,Earrings,0.94,Multi-Shape Diamond,0.94,Diamond, ,Multi-Shape,,,,,,,,,,,,,,,,,,,,,,,,,
"Effy Bella Bleu 14K Rose Gold Blue and White Diamond Earrings, 0.51 TCW",1816.5,2595.0,14K Gold,Rose,Round Diamond 0.51,Earrings,0.51,Round Diamond,0.51,Diamond, ,Round,,,,,,,,,,,,,,,,,,,,,,,,,
"Effy D'Oro 14K Yellow Gold Diamond V Maze Earrings, 1.03 TCW",2847.5,5695.0,14K Gold,Yellow,Round Diamond 1.03,Earrings,1.03,Round Diamond,1.03,Diamond, ,Round,,,,,,,,,,,,,,,,,,,,,,,,,
"Effy Pave Classica 14K White Gold Diamond Triangles Earrings, 0.59 TCW",1947.5,3895.0,14K Gold,White,Round Diamond 0.59,Earrings,0.59,Round Diamond,0.59,Diamond, ,Round,,,,,,,,,,,,,,,,,,,,,,,,,
"Effy 14K White Gold Black and White Diamond Earrings, 1.03 TCW",3706.5,5295.0,14K Gold,White,Round Diamond 1.03,Earrings,1.03,Round Diamond,1.03,Diamond, ,Round,,,,,,,,,,,,,,,,,,,,,,,,,
"Effy Classique 14K White Gold Diamond Stud Earrings, 0.48 TCW",2415.0,3450.0,14K Gold,White,Multi-Shape Diamond 0.48,Earrings,0.48,Multi-Shape Diamond,0.48,Diamond, ,Multi-Shape,,,,,,,,,,,,,,,,,,,,,,,,,
"Effy Bouquet 14K White Gold Diamond Cluster Drop Earrings, 0.50 TCW",2306.5,3295.0,14K Gold,White,Round Diamond 0.5,Earrings,0.5,Round Diamond,0.5,Diamond, ,Round,,,,,,,,,,,,,,,,,,,,,,,,,
"Effy Duo 14K Yellow and White Gold Diamond Earrings, 0.31 TCW",1676.5,2395.0,14K Gold,Yellow and White,Round Diamond 0.31,Earrings,0.31,Round Diamond,0.31,Diamond, ,Round,,,,,,,,,,,,,,,,,,,,,,,,,
"Effy Brasilica 14K White Gold Emerald and Diamond Stud Earrings, 1.11 TCW",1676.5,2395.0,14K Gold,White,"Emerald Emerald 0.95, Round Diamond 0.16",Earrings,1.11,Emerald Emerald,0.95,Emerald, ,Emerald, Round Diamond,0.16,Diamond, ,Round,,,,,,,,,,,,,,,,,,,,
"Effy Royale Bleu 14K White Gold Blue Sapphire & Diamond Earrings, 5.21 TCW",3986.5,5695.0,14K Gold,White,"Multi-Shape Blue Sapphire 4.84, Round Diamond 0.37",Earrings,5.21,Multi-Shape Blue Sapphire,4.84,Sapphire,Blue,Multi-Shape, Round Diamond,0.37,Diamond, ,Round,,,,,,,,,,,,,,,,,,,,
"Effy Gemma 14K White Gold Trillion Tanzanite and Diamond Earrings, 1.62 TCW",2656.5,3795.0,14K Gold,White,"Trillion Tanzanite 1.33, Round Diamond 0.29",Earrings,1.62,Trillion Tanzanite,1.33,Tanzanite, ,Trillion, Round Diamond,0.29,Diamond, ,Round,,,,,,,,,,,,,,,,,,,,
"Effy 925 Sterling Silver & 18K Gold Accented Diamond Earrings, 0.22 TCW",805.0,1150.0,Sterling Silver & 18K Gold,Yellow,Round Diamond 0.22,Earrings,0.22,Round Diamond,0.22,Diamond, ,Round,,,,,,,,,,,,,,,,,,,,,,,,,
"Effy Bouquet 14K White Gold Diamond Cluster Stud Earrings, 0.93 TCW",2306.5,3295.0,14K Gold,White,Round Diamond 0.93,Earrings,0.93,Round Diamond,0.93,Diamond, ,Round,,,,,,,,,,,,,,,,,,,,,,,,,
"Effy D'Oro 14K Yellow Gold Diamond Earrings, 0.69 TCW",3010.0,4300.0,14K Gold,Yellow,Round Diamond 0.69,Earrings,0.69,Round Diamond,0.69,Diamond, ,Round,,,,,,,,,,,,,,,,,,,,,,,,,
"Effy D'Oro 14K Yellow Gold Diamond Earrings, 0.76 TCW",2306.5,3295.0,14K Gold,Yellow,Multi-Shape Diamond 0.76,Earrings,0.76,Multi-Shape Diamond,0.76,Diamond, ,Multi-Shape,,,,,,,,,,,,,,,,,,,,,,,,,
"Effy Brasilica 14K Yellow Gold Emerald and Diamond Earrings, 2.88 TCW",3356.5,4795.0,14K Gold,Yellow,"Multi-Shape Emerald 2.33, Round Diamond 0.55",Earrings,2.88,Multi-Shape Emerald,2.33,Emerald, ,Multi-Shape, Round Diamond,0.55,Diamond, ,Round,,,,,,,,,,,,,,,,,,,,
"Effy Espresso 14K Rose Gold Cognac and White Earrings, 0.52 TCW",1886.5,2695.0,14K Gold,Rose,Round Diamond 0.52,Earrings,0.52,Round Diamond,0.52,Diamond, ,Round,,,,,,,,,,,,,,,,,,,,,,,,,
"Effy Gemma 14K White Gold Tanzanite and Diamond Earrings, 1.96 TCW",1956.5,2795.0,14K Gold,White,"Round Tanzanite 1.71, Round Diamond 0.25",Earrings,1.96,Round Tanzanite,1.71,Tanzanite, ,Round, Round Diamond,0.25,Diamond, ,Round,,,,,,,,,,,,,,,,,,,,
"Effy Eclipse 14K Yellow Gold Onyx and Diamond Earrings, 11.67 TCW",1575.0,2250.0,14K Gold,Yellow,"Pear Onyx 11.29, Round Diamond 0.38",Earrings,11.67,Pear Onyx,11.29,Onyx, ,Pear, Round Diamond,0.38,Diamond, ,Round,,,,,,,,,,,,,,,,,,,,
"Effy Classique 14K White Gold Diamond Earrings, 0.76 TCW",2306.5,3295.0,14K Gold,White,"Baguette Diamond 0.57, Round Diamond 0.19,",Earrings,0.76,Baguette Diamond,0.57,Diamond, ,Baguette, Round Diamond,0.19,Diamond, ,Round,,,,,,,,,,,,,,,,,,,,
"Effy Bella Bleu 14K White Gold Blue and White Diamond Earrings, 0.58 TCW",2415.0,3450.0,14K Gold,White,Round Diamond 0.58,Earrings,0.58,Round Diamond,0.58,Diamond, ,Round,,,,,,,,,,,,,,,,,,,,,,,,,
"Effy Brasilica 14K Yellow Gold Emerald and Diamond Earrings, 2.51 TCW",2306.5,3295.0,14K Gold,Yellow,"Emerald Emerald 1.9, Round Diamond 0.61",Earrings,2.51,Emerald Emerald,1.9,Emerald, ,Emerald, Round Diamond,0.61,Diamond, ,Round,,,,,,,,,,,,,,,,,,,,
"Effy Seaside 14K Yellow Gold Diamond Starfish Earrings, 0.18 TCW",836.5,1195.0,14K Gold,Yellow,Round Diamond 0.18,Earrings,0.18,Round Diamond,0.18,Diamond, ,Round,,,,,,,,,,,,,,,,,,,,,,,,,
"Effy Duo 14K Yellow and White Gold Diamond Earrings, 1.63 TCW",5316.5,7595.0,14K Gold,Yellow and White,Round Diamond 1.63,Earrings,1.63,Round Diamond,1.63,Diamond, ,Round,,,,,,,,,,,,,,,,,,,,,,,,,
"Effy Watercolors 14K White Gold Multi Sapphire & Diamond Earrings, 4.47 TCW",2726.5,3895.0,14K Gold,White,"Multi-Shape Multi-Sapphire 4.12, Round Diamond 0.35",Earrings,4.47,Multi-Shape Multi-Sapphire,4.12,Multi-Sapphire, ,Multi-Shape, Round Diamond,0.35,Diamond, ,Round,,,,,,,,,,,,,,,,,,,,
"Effy Gemma 14K White Gold Tanzanite and Diamond Earrings, 4.14 TCW",3395.0,4650.0,14K Gold,White,"Oval Tanzanite 3.8, Round Diamond 0.34",Earrings,4.14,Oval Tanzanite,3.8,Tanzanite, ,Oval, Round Diamond,0.34,Diamond, ,Round,,,,,,,,,,,,,,,,,,,,
"Effy Bella Bleu 14K Rose Gold Blue and White Diamond Earrings, 1.30 TCW",3146.5,4495.0,14K Gold,Rose,Round Diamond 1.3,Earrings,1.3,Round Diamond,1.3,Diamond, ,Round,,,,,,,,,,,,,,,,,,,,,,,,,
"Effy Bouquet 14K White Gold Diamond Cluster Earrings, 0.84 TCW",3496.5,4995.0,14K Gold,White,Round Diamond 0.84,Earrings,0.84,Round Diamond,0.84,Diamond, ,Round,,,,,,,,,,,,,,,,,,,,,,,,,
"Effy Royale Bleu 14K White Gold Blue Sapphire & Diamond Earrings, 0.62 TCW",2205.0,3150.0,14K Gold,White,"Round Blue Sapphire 0.38, Round Diamond 0.24",Earrings,0.62,Round Blue Sapphire,0.38,Sapphire,Blue,Round, Round Diamond,0.24,Diamond, ,Round,,,,,,,,,,,,,,,,,,,,
"Effy Blush 14K Rose Gold Morganite and Diamond Earrings, 4.18 TCW",2096.5,2995.0,14K Gold,Rose,"Oval Morganite 3.8, Round Diamond 0.38",Earrings,4.18,Oval Morganite,3.8,Morganite, ,Oval, Round Diamond,0.38,Diamond, ,Round,,,,,,,,,,,,,,,,,,,,
"Effy Signature 14K White Gold Emerald & Diamond Panther Earrings, 1.17 TCW",3575.0,7150.0,14K Gold,White,"Round Diamond 1.09, Round Emerald 0.08",Earrings,1.17,Round Diamond,1.09,Diamond, ,Round, Round Emerald,0.08,Emerald, ,Round,,,,,,,,,,,,,,,,,,,,
"Effy Ruby Royale 14K Rose Gold Ruby and Diamond Earrings, 1.90 TCW",2625.0,3750.0,14K Gold,Rose,"Baguette Ruby 1.52, Round Diamond 0.38",Earrings,1.9,Baguette Ruby,1.52,Ruby, ,Baguette, Round Diamond,0.38,Diamond, ,Round,,,,,,,,,,,,,,,,,,,,
"Effy Bouquet 14K White Gold Diamond Cluster Stud Earrings, 0.50 TCW",795.0,1600.0,14K Gold,White,Round Diamond 0.5,Earrings,0.5,Round Diamond,0.5,Diamond, ,Round,,,,,,,,,,,,,,,,,,,,,,,,,
"Effy Bella Bleu 14K White Gold Blue and White Diamond Earrings, 1.16 TCW",2097.5,4195.0,14K Gold,White,Round Diamond 1.16,Earrings,1.16,Round Diamond,1.16,Diamond, ,Round,,,,,,,,,,,,,,,,,,,,,,,,,
"Signature 14K Rose Gold Diamond and Tsavorite Garnet Earrings, 0.31 TCW",1700.0,3400.0,14K Gold,Rose,"Round Diamond 0.23, Round Tsavorite 0.08",Earrings,0.31,Round Diamond,0.23,Diamond, ,Round, Round Tsavorite,0.08,Tsavorite, ,Round,,,,,,,,,,,,,,,,,,,,
"Effy 14K Rose Gold Black, Espresso and White Diamond Earrings",2726.5,3895.0,14K Gold,Rose,Round Diamond 0.69,Earrings,0.0,Round Diamond,0.69,Diamond, ,Round,,,,,,,,,,,,,,,,,,,,,,,,,
"Effy Signature 14K Rose Gold Diamond & Emerald Earrings, 0.65 TCW",1732.5,3465.0,14K Gold,Rose,"Round Diamond 0.6, Round Emerald 0.05",Earrings,0.65,Round Diamond,0.6,Diamond, ,Round, Round Emerald,0.05,Emerald, ,Round,,,,,,,,,,,,,,,,,,,,
"Effy 925 Sterling Silver and 18K Yellow Gold Diamond Earrings, 0.12 TCW",595.0,850.0,Sterling Silver & 18K Gold,Yellow,Round Diamond 0.12,Earrings,0.12,Round Diamond,0.12,Diamond, ,Round,,,,,,,,,,,,,,,,,,,,,,,,,
"Effy Watercolors 14K Yellow Gold Multi Sapphire & Diamond Earrings, 5.13 TCW",3846.5,5495.0,14K Gold,Yellow,"Multi-Shape Multi-Sapphire 4.18, Round Diamond 0.95",Earrings,5.13,Multi-Shape Multi-Sapphire,4.18,Multi-Sapphire, ,Multi-Shape, Round Diamond,0.95,Diamond, ,Round,,,,,,,,,,,,,,,,,,,,
Espresso 14K Rose Gold Cognac & White Diamond Earrings,6997.5,13995.0,14K Gold,Rose,"Round Diamond 4.88,",Earrings,0.0,Round Diamond,4.88,Diamond, ,Round,,,,,,,,,,,,,,,,,,,,,,,,,
"Effy Nature 14K Yellow Gold Cognac & White Diamond Butterfly Earrings, 0.57 TCW",1746.5,2495.0,14K Gold,Yellow,"Round Diamond 0.57,",Earrings,0.57,Round Diamond,0.57,Diamond, ,Round,,,,,,,,,,,,,,,,,,,,,,,,,
"Effy Gemma 14K Yellow Gold Ruby and Diamond Huggie Earrings, 1.76 TCW",1816.5,2595.0,14K Gold,Yellow,"Square Ruby 1.6, Round Diamond 0.16",Earrings,1.76,Square Ruby,1.6,Ruby, ,Square, Round Diamond,0.16,Diamond, ,Round,,,,,,,,,,,,,,,,,,,,
"Effy Brasilica 14K White Gold Emerald and Diamond Earrings, 3.34 TCW",5997.5,11995.0,14K Gold,White,"Rectangle Emerald 1.9, Round Diamond 1.44",Earrings,3.34,Rectangle Emerald,1.9,Emerald, ,Rectangle, Round Diamond,1.44,Diamond, ,Round,,,,,,,,,,,,,,,,,,,,
"Effy Espresso 14K Rose Gold Cognac and White Diamond Earrings, .64 TCW",2026.5,2895.0,14K Gold,Rose,"Round Cognac Diamond, Round Diamond ",Earrings,0.64,Round Cognac Diamond,0.0,Diamond,Cognac,Round, Round Diamond ,0.0,Diamond, ,Round,,,,,,,,,,,,,,,,,,,,
Effy Watercolors 14K Yellow Gold Multi Sapphire and Diamond Earrings,3426.5,4895.0,14K Gold,Yellow,"Multi-Shape Multi-Sapphire 5.21, Round Diamond 0.44",Earrings,0.0,Multi-Shape Multi-Sapphire,5.21,Multi-Sapphire, ,Multi-Shape, Round Diamond,0.44,Diamond, ,Round,,,,,,,,,,,,,,,,,,,,
"Effy Bella Bleu 14K Rose Gold Blue and White Diamond Earrings, 0.58 TCW",2415.0,3450.0,14K Gold,Rose,"Round Blue Diamond, Round Diamond ",Earrings,0.58,Round Blue Diamond,0.0,Diamond,Blue,Round, Round Diamond ,0.0,Diamond, ,Round,,,,,,,,,,,,,,,,,,,,
"Effy Signature 14K Rose Gold Diamond and Emerald Earrings, 0.81 TCW",3356.5,4795.0,14K Gold,Rose,"Round Diamond 0.79, Round Emerald 0.02",Earrings,0.81,Round Diamond,0.79,Diamond, ,Round, Round Emerald,0.02,Emerald, ,Round,,,,,,,,,,,,,,,,,,,,
"Effy Watercolors 14K Gold Multi Sapphire & Diamond Starfish Earrings, 3.00 TCW",1995.0,3450.0,14K Gold,Yellow,"Multi-Shape Multi-Sapphire 2.49, Round Diamond 0.51",Earrings,3.0,Multi-Shape Multi-Sapphire,2.49,Multi-Sapphire, ,Multi-Shape, Round Diamond,0.51,Diamond, ,Round,,,,,,,,,,,,,,,,,,,,
"Effy Watercolors 14K Yellow Gold Multi Sapphire & Diamond Earrings, 1.76 TCW",1610.0,2300.0,14K Gold,Yellow,"Square Multi-Sapphire 1.6, Round Diamond 0.16",Earrings,1.76,Square Multi-Sapphire,1.6,Multi-Sapphire, ,Square, Round Diamond,0.16,Diamond, ,Round,,,,,,,,,,,,,,,,,,,,
"Effy 925 Sterling Silver Multi Sapphire Splash Starfish Earrings, 2.35 TCW",525.0,750.0,Sterling Silver,Sterling Silver,"Round Multi-Sapphire 2.35,",Earrings,2.35,Round Multi-Sapphire,2.35,Multi-Sapphire, ,Round,,,,,,,,,,,,,,,,,,,,,,,,,
"Effy Canare 14K Two-Tone Gold White & Yellow Diamond Earrings, 2.07 TCW",6716.5,9595.0,14K Gold,Yellow and White,"Round Yellow Diamond 1.4, Round Diamond 0.67,",Earrings,2.07,Round Yellow Diamond,1.4,Diamond,Yellow,Round, Round Diamond,0.67,Diamond, ,Round,,,,,,,,,,,,,,,,,,,,
"Effy Signature 14K White Gold Diamond and Emerald Earrings, 0.89 TCW",3356.5,4795.0,14K Gold,White,"Round Diamond, Round Black Diamond , Round Emerald 0.07,",Earrings,0.89,Round Diamond,0.0,Diamond, ,Round, Round Black Diamond ,0.0,Diamond,Black,Round, Round Emerald,0.07,Emerald, ,Round,,,,,,,,,,,,,,,
"Effy Espresso 14K Rose Gold Cognac & White Diamond Leaf Earrings, 1.05 TCW",3006.5,4295.0,14K Gold,Rose,"Round Cognac Diamond, Round Diamond ",Earrings,1.05,Round Cognac Diamond,0.0,Diamond,Cognac,Round, Round Diamond ,0.0,Diamond, ,Round,,,,,,,,,,,,,,,,,,,,
"Effy Espresso 14K Rose Gold Cognac & White Diamond Earrings, 1.3 TCW",3146.5,4495.0,14K Gold,Rose,"Round Cognac Diamond, Round Diamond ",Earrings,1.3,Round Cognac Diamond,0.0,Diamond,Cognac,Round, Round Diamond ,0.0,Diamond, ,Round,,,,,,,,,,,,,,,,,,,,
"Effy Pave Classica 14K Rose Gold Diamond Earrings, 0.38 TCW",1295.0,1850.0,14K Gold,Rose,Round Diamond 0.38,Earrings,0.38,Round Diamond,0.38,Diamond, ,Round,,,,,,,,,,,,,,,,,,,,,,,,,
Effy 14K Yellow Gold Fresh Water Cultured Pearl Earrings,175.0,250.0,14K Gold,Yellow,"Pearl,",Earrings,0.0,Pearl,0.0,Pearl, , ,,,,,,,,,,,,,,,,,,,,,,,,,
"Effy 925 Sterling Silver Pink Sapphire Splash Stud Earrings, 2.45 TCW",437.5,625.0,Sterling Silver,Sterling Silver,Round Pink Sapphire 2.45,Earrings,2.45,Round Pink Sapphire,2.45,Sapphire,Pink,Round,,,,,,,,,,,,,,,,,,,,,,,,,
"Effy 925 Sterling Silver Pink Sapphire Splash Small Hoop Earrings, 1.80 TCW",295.0,295.0,Sterling Silver,Sterling Silver,Round Pink Sapphire 1.8,Earrings,1.8,Round Pink Sapphire,1.8,Sapphire,Pink,Round,,,,,,,,,,,,,,,,,,,,,,,,,
"Effy 14K White Gold Black and White Diamond Earrings, 1.30 TCW",3076.5,4395.0,14K Gold,White,"Round Black Diamond, Round Diamond ",Earrings,1.3,Round Black Diamond,0.0,Diamond,Black,Round, Round Diamond ,0.0,Diamond, ,Round,,,,,,,,,,,,,,,,,,,,
"Effy Seaside Sterling Silver Blue Sapphire Starfish Earrings, 2.40 TCW",525.0,750.0,Sterling Silver,Sterling Silver,"Round Blue Sapphire 2.4,",Earrings,2.4,Round Blue Sapphire,2.4,Sapphire,Blue,Round,,,,,,,,,,,,,,,,,,,,,,,,,
"Effy 925 Splash Ruby & Pink Sapphire Starfish Earrings, 2.35 TCW",525.0,750.0,Sterling Silver,Sterling Silver,"Round Ruby 2.24, Round Pink Sapphire ,",Earrings,2.35,Round Ruby,2.24,Ruby, ,Round, Round Pink Sapphire ,0.0,Sapphire,Pink,Round,,,,,,,,,,,,,,,,,,,,
"Effy 14K White Gold Black and White Diamond Earrings, 0.92 TCW",1956.5,2795.0,14K Gold,White,"Round Diamond 0.92, Round Black Diamond ,",Earrings,0.92,Round Diamond,0.92,Diamond, ,Round, Round Black Diamond ,0.0,Diamond,Black,Round,,,,,,,,,,,,,,,,,,,,
"Effy Signature 14K Rose Gold Diamond and Emerald Earrings, 0.80 TCW",3916.5,5595.0,14K Gold,Rose,"Round Diamond 0.74, Round Emerald 0.06, Round Black Diamond ",Earrings,0.8,Round Diamond,0.74,Diamond, ,Round, Round Emerald,0.06,Emerald, ,Round, Round Black Diamond ,0.0,Diamond,Black,Round,,,,,,,,,,,,,,,
"Effy Watercolors 14K Yellow Gold Multi Sapphire & Diamond Earrings, 5.08 TCW",2397.5,4795.0,14K Gold,Yellow,"Round Diamond 0.49, Multi-Shape Multi-Sapphire 4.59,",Earrings,5.08,Round Diamond,0.49,Diamond, ,Round, Multi-Shape Multi-Sapphire,4.59,Multi-Sapphire, ,Multi-Shape,,,,,,,,,,,,,,,,,,,,
"Effy Splash Sterling Silver Multi Color Sapphire Ball Earrings, 2.20 TCW",385.0,550.0,Sterling Silver,Sterling Silver,"Round Multi-Sapphire 2.2,",Earrings,2.2,Round Multi-Sapphire,2.2,Multi-Sapphire, ,Round,,,,,,,,,,,,,,,,,,,,,,,,,
"Effy 14K White Gold Black and White Diamond Flower Earrings, 2.68 TCW",7497.5,14995.0,14K Gold,White,"Round Diamond 2.68, Round Black Diamond ,",Earrings,2.68,Round Diamond,2.68,Diamond, ,Round, Round Black Diamond ,0.0,Diamond,Black,Round,,,,,,,,,,,,,,,,,,,,
"Effy Brasilica 14K Yellow Gold Emerald and Diamond Earrings, 1.78 TCW",2236.5,3195.0,14K Gold,Yellow,"Oval Emerald 1.52, Round Diamond 0.26",Earrings,1.78,Oval Emerald,1.52,Emerald, ,Oval, Round Diamond,0.26,Diamond, ,Round,,,,,,,,,,,,,,,,,,,,
"Gemma Royalty Sapphire and Diamond Earrings, 3.54 TCW",3006.5,4295.0,14K Gold,White,"Oval Blue Sapphire 2.85, Round Diamond 0.69,",Earrings,3.54,Oval Blue Sapphire,2.85,Sapphire,Blue,Oval, Round Diamond,0.69,Diamond, ,Round,,,,,,,,,,,,,,,,,,,,
"Effy Gemma 14K White Gold Blue Sapphire Stud Earrings, 1.14 TCW",455.0,650.0,14K Gold,White,"Round Blue Sapphire,",Earrings,1.14,Round Blue Sapphire,0.0,Sapphire,Blue,Round,,,,,,,,,,,,,,,,,,,,,,,,,
"Effy 14K White Gold Black and White Diamond Earrings, 1.35 TCW",2497.5,4995.0,14K Gold,White,Round Diamond 1.35,Earrings,1.35,Round Diamond,1.35,Diamond, ,Round,,,,,,,,,,,,,,,,,,,,,,,,,
"Effy 14K White Gold Black and White Diamond Earrings, 1.05 TCW",2796.5,3995.0,14K Gold,White,"Round Diamond 1.05, Round Black Diamond ,",Earrings,1.05,Round Diamond,1.05,Diamond, ,Round, Round Black Diamond ,0.0,Diamond,Black,Round,,,,,,,,,,,,,,,,,,,,
"Effy Signature 14K Rose Gold Diamond and Emerald Earrings, 0.89 TCW",3356.5,4795.0,14K Gold,Rose,"Round Diamond 0.82, Round Black Diamond , Round Emerald 0.07,",Earrings,0.89,Round Diamond,0.82,Diamond, ,Round, Round Black Diamond ,0.0,Diamond,Black,Round, Round Emerald,0.07,Emerald, ,Round,,,,,,,,,,,,,,,
"Effy Royale Bleu 14K White Gold Sapphire Stud Earrings, 2.00 TCW",906.5,1295.0,14K Gold,White,"Round Blue Sapphire 2,",Earrings,2.0,Round Blue Sapphire,2.0,Sapphire,Blue,Round,,,,,,,,,,,,,,,,,,,,,,,,,
"Effy Trio 14K Tri Color Diamond Earrings, .52 TCW",2726.5,3895.0,14K Gold,Three Tone,"Round Diamond 0.52,",Earrings,0.52,Round Diamond,0.52,Diamond, ,Round,,,,,,,,,,,,,,,,,,,,,,,,,
"Effy 14K White Gold Black and White Diamond Earrings, .71 TCW",2796.5,3995.0,14K Gold,White,"Round Black Diamond, Round Diamond ,",Earrings,0.71,Round Black Diamond,0.0,Diamond,Black,Round, Round Diamond ,0.0,Diamond, ,Round,,,,,,,,,,,,,,,,,,,,
"Effy Espresso 14K Rose Gold Cognac and White Diamond Earrings, .71 TCW",2446.5,3495.0,14K Gold,Rose,"Round Cognac Diamond, Round Diamond ,",Earrings,0.71,Round Cognac Diamond,0.0,Diamond,Cognac,Round, Round Diamond ,0.0,Diamond, ,Round,,,,,,,,,,,,,,,,,,,,
"Effy Gemma 14K Rose Gold Natural Ruby and Diamond Earrings, 3.21 TCW",4896.5,6995.0,14K Gold,Rose,"Multi-Shape Ruby 2.2, Round Diamond 1.01,",Earrings,3.21,Multi-Shape Ruby,2.2,Ruby, ,Multi-Shape, Round Diamond,1.01,Diamond, ,Round,,,,,,,,,,,,,,,,,,,,
"Effy D'Oro 14K Yellow Gold Diamond Maze Earrings, 1.35 TCW",3496.5,4995.0,14K Gold,Yellow,"Diamond 1.35,",Earrings,1.35,Diamond,1.35,Diamond, , ,,,,,,,,,,,,,,,,,,,,,,,,,
"Effy Bella Bleu 14K White Gold Blue and White Diamond Earrings, 1.30 TCW",3146.5,4495.0,14K Gold,White,"Diamond 1.3,",Earrings,1.3,Diamond,1.3,Diamond, , ,,,,,,,,,,,,,,,,,,,,,,,,,
"Effy Watercolors 14K Yellow Gold Multi Sapphire & Diamond Earrings, 3.98 TCW",2695.0,3850.0,14K Gold,Yellow,"Round Diamond 0.28, Multi-Shape Multi-Sapphire 3.7,",Earrings,3.98,Round Diamond,0.28,Diamond, ,Round, Multi-Shape Multi-Sapphire,3.7,Multi-Sapphire, ,Multi-Shape,,,,,,,,,,,,,,,,,,,,
"Effy Espresso 14K Yellow Gold Cognac and White Diamond Earrings, .92 TCW",1525.0,3050.0,14K Gold,Yellow,"Round Diamond,",Earrings,0.92,Round Diamond,0.0,Diamond, ,Round,,,,,,,,,,,,,,,,,,,,,,,,,
"Effy Watercolors 14K White Gold Sapphire & Diamond Earrings, 1.76 TCW",1610.0,2300.0,14K Gold,White,"Round Diamond 0.16, Princess Sapphire 1.6",Earrings,1.76,Round Diamond,0.16,Diamond, ,Round, Princess Sapphire,1.6,Sapphire, ,Princess,,,,,,,,,,,,,,,,,,,,
"Effy 14K Yellow Gold Diamond Flower Earrings, 1.38 TCW",4170.0,8340.0,14K Gold,Yellow,"Diamond 1.38,",Earrings,1.38,Diamond,1.38,Diamond, , ,,,,,,,,,,,,,,,,,,,,,,,,,
"Gemma Royalty Sapphire and Diamond Earrings, 0.89 TCW",1046.5,1495.0,14K Gold,White,"Round Diamond 0.24, Round Sapphire 0.65,",Earrings,0.89,Round Diamond,0.24,Diamond, ,Round, Round Sapphire,0.65,Sapphire, ,Round,,,,,,,,,,,,,,,,,,,,
"Effy Gemma 14K Yellow Gold Ruby and Diamond Stud Earrings, 0.89 TCW",1046.5,1495.0,14K Gold,Yellow,"Round Ruby 0.65, Round Diamond 0.24,",Earrings,0.89,Round Ruby,0.65,Ruby, ,Round, Round Diamond,0.24,Diamond, ,Round,,,,,,,,,,,,,,,,,,,,
