Description,Discount_Price,Price,Metal,Metal Color,Stones,Product_Weight
"Effy 925 Sterling Silver Pink Sapphire Splash Ring, 1.88 TCW",455.0,650.0,Sterling Silver,Sterling Silver,"Round Pink Sapphire 1.88,",1.88
"Effy 925 Sterling Silver Ruby Band, 0.85 TCW",346.5,495.0,Sterling Silver,Sterling Silver,Round Ruby 0.85,0.85
"Effy 14K Rose Gold Pink Sapphire and Diamond Band Ring, 0.27 TCW",770.0,1100.0,14K Gold,Rose,"Round Pink Sapphire 0.19, Round Diamond 0.08,",0.27
"Effy Splash Sterling Silver Blue Sapphire Buckle Ring, 2.41 TCW",397.5,795.0,Sterling Silver,Sterling Silver,Round Blue Sapphire 2.41,2.41
"14K Rose Gold Pink Sapphire and Diamond Ribbon Ring, 0.38 TCW",906.5,1295.0,14K Gold,Rose,"Round Pink Sapphire 0.26, Round Diamond 0.12",0.38
"Effy 925 Sterling Silver & 18K Yellow Gold Diamond Accented Ring, 0.03 TCW",346.5,495.0,Sterling Silver & 18K Gold,Yellow,"Round Diamond 0.03,",0.03
"Effy Watercolors 14K Yellow Gold Multi Sapphire Diamond Ring, 3.62 TCW",2847.5,5695.0,14K Gold,Yellow,"Marquise Multi Sapphire 2.78, Round Diamond 0.84,",3.62
"Effy 14K White Gold Black Diamond and Emerald Snake Ring, 0.75 TCW",1697.5,3395.0,14K Gold,White,"Round Black Diamond 0.7, Round Emerald 0.05,",0.75
"Effy Brasilica 14K White Gold Emerald and Diamond Ring, 2.52 TCW",4305.0,6150.0,14K Gold,White,"Emerald Cut Emerald 2.19, Multi Shape Diamond 0.33",2.52
"Effy Royale Bleu 14K White Gold Blue Sapphire and Diamond Ring, 2.76 TCW",3672.5,7345.0,14K Gold,White,"Round Blue Sapphire 2.57, Round Diamond 0.19,",2.76
"Effy Aquarius 14K Rose Gold Aquamarine and Diamond Ring, 3.50 TCW",3570.0,5100.0,14K Gold,Rose,"Emerald Cut Aquamarine 2.9, Multi Shape Diamond 0.6,",3.5
"Effy Sunset 14K Yellow Gold Citrine and Diamond Ring, 7.02 TCW",1536.5,2195.0,14K Gold,Yellow,"Emerald Cut Citrine 6.85, Round Diamond 0.17",7.02
"Effy Tanzanite Royale 14K Yellow Gold Tanzanite & Diamond Ring, 0.74 TCW",1956.5,2795.0,14K Gold,Yellow,"Trillion Tanzanite 0.66, Round Diamond 0.08,",0.74
"Effy Brasiica 14K Yellow Gold Emerald and Diamond Ring, 1.49 TCW",1547.5,3095.0,14K Gold,Yellow,"Oval Emerald 1.14, Round Diamond 0.35",1.49
"Effy Aurora 14K Yellow Gold Opal and Diamond Ring, 2.64 TCW",2152.5,4305.0,14K Gold,Yellow,"Oval Opal 2.07, Multi Shape Diamond 0.57",2.64
"Effy Classique 14K White Gold Diamond Ring, 1.26 TCW",3190.0,6380.0,14K Gold,White,Multi Shape Diamond 1.26,1.26
"Effy D'Oro 14K Yellow Gold Diamond Accented Ring, 0.28 TCW",2250.0,4500.0,14K Gold,Yellow,"Round Diamond 0.28,",0.28
"Effy D'Oro 14K Yellow Gold Diamond Starfish Ring, 0.71 TCW",1732.5,3465.0,14K Gold,Yellow,Round Diamond 0.71,0.71
"Effy Espresso 14K Rose Gold Cognac and White Diamond Ring, 0.74 TCW",2647.5,5295.0,14K Gold,Rose,"Round Diamond 0.74,",0.74
"Effy 14K Yellow Gold Espresso and White Diamond Ring, 0.71 TCW",2687.5,5375.0,14K Gold,Yellow,"Round Diamond 0.71,",0.71
"Effy 14K Yellow Gold Emerald and Diamond Ring, 1.48 TCW",1350.0,2700.0,14K Gold,Yellow,"Oval Emerald 1.14, Round Diamond 0.34,",1.48
"Effy 925 Sterling Silver and 18K Gold Accented Diamond Ring, 0.21 TCW",525.0,1050.0,Sterling Silver & 18K Gold,Yellow,"Round Diamond 0.21,",0.21
"Effy 14K White Gold Blue Sapphire and Diamond Ring, 4.66 TCW",1997.5,3995.0,14K Gold,White,"Oval Blue Sapphire 4.56, Round Diamond 0.1",4.66
"Effy Tanzanite Royale 14K 2-Tone Gold Tanzanite and Diamond Ring, 2.97 TCW",4692.5,9385.0,14K Gold,Yellow and White,"Emerald Cut Tanzanite 1.33, Round Diamond 1.64,",2.97
"Effy Royale Bleu 14K White Gold Sapphire and Diamond Ring, 1.86 TCW",1547.5,3095.0,14K Gold,White,"Oval Blue Sapphire 1.42, Round Diamond 0.44,",1.86
"Effy Royale Bleu 14K White Gold Sapphire and Diamond Ring, 1.44 TCW",1175.0,2350.0,14K Gold,White,"Round Blue Sapphire 1.37, Round Diamond 0.07",1.44
"Effy Aurora 14K Yellow Gold Opal and Diamond Filagree Leaf Ring, 1.81 TCW",1855.0,2650.0,14K Gold,Yellow,"Marquise Opal 1.65, Round Diamond 0.16",1.81
"Effy 925 Sterling Silver and 18K Gold Blue Diamond Ring, 0.42 TCW",497.5,995.0,Sterling Silver & 18K Gold,Yellow,Round Blue Diamond 0.42,0.42
"Effy Espresso 14K White Gold Cognac and White Diamond Ring, 2.74 TCW",4097.5,8195.0,14K Gold,White,"Round Diamond, Round Cognac Diamond ,",2.74
"Effy 14K Yellow Gold Diamond Pave Ring, 1.37 TCW",2825.0,5650.0,14K Gold,Yellow,"Round Diamond 1.37,",1.37
"Effy D'Oro 14K Yellow Gold Diamond Duo Ring, 0.95 TCW",2950.0,5900.0,14K Gold,Yellow,"Round Diamond 0.95,",0.95
"Effy Seaside 14K White and Yellow Gold Diamond Starfish Ring, 0.39 TCW",2187.5,4375.0,14K Gold,Yellow and White,"Round Diamond 0.39,",0.39
Effy Seaside 14K White Gold Sapphire & Diamond Starfish Ring,2497.5,4995.0,14K Gold,White,"Round Blue Sapphire 2.71, Round Diamond 0.24",0.0
"Effy Limited Edition 18K Yellow Gold Emerald and Diamond Ring, 4.87 TCW",14997.5,29995.0,18K Gold,Yellow,"Emerald Cut Emerald 3.8, Multi Shape Diamond 1.07,15mm ",4.87
"Effy Watercolors 14K Yellow Gold Multi Sapphire and Diamond Ring, 4.14 TCW",3297.5,6595.0,14K Gold,Yellow,"Pear Multi Sapphire 3.56, Round Diamond 0.58",4.14
"Effy Duo 14K Two Tone Gold Bezel Set Diamond Ring, 0.23 TCW",1000.0,2000.0,14K Gold,Yellow and White,"Round Diamond 0.23,",0.23
"Effy Bridal 14K White Gold Diamond Ring, 0.77 TCW",2407.5,4815.0,14K Gold,White,"Round Diamond 0.77,",0.77
Effy 14K White Gold Diamond Ring. 2.25 TCW,7250.0,14500.0,14K Gold,White,"Multi Shape Diamond 2.25,",0.0
"Effy D'Oro 14K Yellow Gold Diamond Ring, 0.99 TCW",3000.0,6000.0,14K Gold,Yellow,"Round Diamond 0.99,",0.99
"Effy Espresso 14K Rose Gold Cognac & White Diamond Ring, .90 TCW",2347.5,4695.0,14K Gold,Rose,"Round Diamond 0.9,",0.9
"Effy Nature 14K Gold Black, Espresso & White Diamond Flower Ring, 1.33 TCW",2232.5,4465.0,14K Gold,White,"Round Diamond 1.33,",1.33
"Effy Royale Bleu 14K White Gold Sapphire and Diamond Ring, 1.90 TCW",2647.5,5295.0,14K Gold,White,"Pear Blue Sapphire 1.08, Round Diamond 0.85",1.9
"Effy Pave Rose 14K Rose Gold Diamond  Pave Loop Ring, 0.51 TCW",1502.5,3005.0,14K Gold,Rose,"Round Diamond 0.51,",0.51
"Effy 14K Tri Color Gold Diamond Twist Ring, 0.37 TCW",1547.5,3095.0,14K Gold,Three Tone,"Round Diamond 0.37,",0.37
"Effy Duo 14K Two Tone Gold Diamond Crossover Ring, 0.31 TCW",1505.0,2150.0,14K Gold,Yellow and White,"Round Diamond 0.31,",0.31
"Effy 14K Yellow Gold Espresso Diamond Band, 0.34 TCW",847.5,1695.0,14K Gold,Yellow,"Round Cognac Diamond 0.34,",0.34
"Effy Trio 14K Tri Color Gold Diamond Fashion Ring, 1.11 TCW",2797.5,5595.0,14K Gold,Three Tone,Round Diamond 1.11,1.11
"Effy 14K Yellow Gold Black and White Diamond Ring, 1.84 TCW",2925.0,5850.0,14K Gold,Yellow,Round Diamond 1.84,1.84
"Effy Ruby Royale 14K 2-Tone Gold Ruby and Diamond Ring, 3.36 TCW",1772.5,3545.0,14K Gold,Yellow and White,"Marquise Ruby 2.97, Round Diamond 0.39,",3.36
"Effy 14K White Gold Diamond Pave Ring, 1.47 TCW",4125.0,8250.0,14K Gold,White,Round Diamond 1.47,1.47
"Effy Brasilica 14k White Gold Emerald and Diamond Ring, 2.81 TCW",6750.0,13500.0,14K Gold,White,"Cushion Emerald 2.17, Multi Shape Diamond 0.64,",2.81
"Effy Aurora 14K Yellow Gold Three Stone Opal and Diamond Ring, 2.39 TCW",1536.5,2195.0,14K Gold,Yellow,"Multi Shape Opal 2.22, Round Diamond 0.17",2.39
"Effy Sunset 14K Yellow Gold Citrine and Diamond Ring, 9.31 TCW",2236.5,3195.0,14K Gold,Yellow,"Oval Citrine 8.85, Round Diamond 0.46",9.31
"Effy Pave Classica 14K White Gold Diamond Ring, 0.70 TCW",2247.5,4495.0,14K Gold,White,"Round Diamond 0.7,",0.7
"Effy Brasilica 14K Yellow Gold Emerald and Diamond Ring, 2.00 TCW",2586.5,3695.0,14K Gold,Yellow,"Emerald Cut Emerald 1.42, Multi Shape Diamond 0.58",2.0
"Effy Canare 14K Two-Tone Gold White and Yellow Diamond Ring, .72 TCW",2796.5,3995.0,14K Gold,Yellow and White,"Round Yellow Diamond 0.26, Round Diamond 0.46,",0.72
"Effy Classique 14K White Gold Diamond Ring, 0.35 TCW",1225.0,1750.0,14K Gold,White,"Multi Shape Diamond 0.35,",0.35
"Effy Royale Bleu 14K White Gold Sapphire and Diamond Ring, 1.04 TCW",3115.0,4450.0,14K Gold,White,"Round Blue Sapphire 0.86, Round Diamond 0.18",1.04
"Effy Seaside 14K White Gold Sapphire and Diamond Dolphin Ring, 1.15 TCW",1350.0,2700.0,14K Gold,White,"Round Blue Sapphire 1.06, Round Diamond 0.09",1.15
"Effy Canare 18K Two Tone Gold Yellow and White Diamond Ring, 0.97 TCW",5596.5,7995.0,18K Gold,Yellow and White,Multi Shape Yellow Diamond 0.97,0.97
"Effy Ruby Royale 14K Two Tone Gold Ruby and Diamond Ring, 1.48 TCW",2936.5,4195.0,14K Gold,Yellow and White,"Round Ruby 1.25, Round Diamond 0.23",1.48
"Effy Trio 14K Tri Tone Gold Diamond Ring, 0.34 TCW",1505.0,2150.0,14K Gold,Three Tone,Round Diamond 0.34,0.34
"Effy Aquarius 14K White Gold Aquamarine and Diamond Ring, 2.25 TCW",3465.0,4950.0,14K Gold,White,"Oval Aquamarine 1.25, Round Diamond 1",2.25
"Effy Classique 14K White Gold Diamond Bow Ring, 0.67 TCW",2415.0,3450.0,14K Gold,White,Multi Shape Diamond 0.67,0.67
"Effy Ruby Royale 14K White Gold Ruby and Diamond Ring, 1.12 TCW",1746.5,2495.0,14K Gold,White,"Round Ruby 0.95, Round Diamond 0.44,",1.12
"Effy Tanzanite Royale 14K White Gold Tanzanite and Diamond Ring, 5.03 TCW",7697.5,15395.0,14K Gold,White,"Emerald Cut Tanzanite 4.49, Multi Shape Diamond 0.54",5.03
"Effy Signature 14K Gold Multi Gemstone and Diamond Panther Ring, 0.63 TCW",2205.0,3150.0,14K Gold,Yellow,"Round Multi Color 0.55, Round Diamond 0.08",0.63
"Effy Ruby Royale 14K Two Tone Gold Ruby and Diamond Pear Shaped Ring, 0.77 TCW",1536.5,2195.0,14K Gold,Rose and White,"Pear Ruby 0.48, Round Diamond 0.29",0.77
"Effy Watercolors 14K White Gold Multi Sapphire and Diamond Ring, 1.95 TCW",2096.5,2995.0,14K Gold,White,"Square Multi Sapphire 1.71, Round Diamond 0.24,",1.95
"Effy Signature 14K Rose Gold Diamond and Tsavorite Ring, 0.19 TCW",1396.5,1995.0,14K Gold,Rose,"Round Diamond 0.15, Round Tsavorite 0.04,",0.19
"Effy Brasilica 14K Yellow Gold Emerald and Diamond Ring, 1.27 TCW",995.0,1600.0,14K Gold,Yellow,"Square Emerald 1.14, Round Diamond 0.13,",1.27
"Effy Pave Classica 14K White Gold Diamond Wrapped Leaf Ring, 1.07 TCW",3846.5,5495.0,14K Gold,White,Round Diamond 1.07,1.07
"Effy Brasilica 14K Yellow Gold Emerald and Diamond Ring, 2.78 TCW",2782.5,3975.0,14K Gold,Yellow,"Marquise Emerald 2.64, Round Diamond 0.14",2.78
"Effy Seaside Silver and 18K Gold Blue Topaz Starfish Ring, 6.70 TCW",665.0,950.0,Stainless Steel & 18K Gold,Yellow,Multi Shape Blue Topaz 6.7,6.7
"Effy 925 Sterling Silver & 18K Gold Accented Diamond Ring, 0.36 TCW",647.5,1295.0,Sterling Silver & 18K Gold,Yellow,"Round Diamond 0.36,",0.36
"Effy Nature Sterling Silver Blue Sapphire Splash Butterfly Ring, 1.70 TCW",486.5,695.0,Sterling Silver,Sterling Silver,Round Multi Sapphire 1.7,1.7
"Effy Tanzanite Royale 14K White Gold Tanzanite Diamond Ring, 1.58 TCW",1225.0,1750.0,14K Gold,White,"Trillion Tanzanite 1.52, Round Diamond 0.06,",1.58
"Effy 925 Sterling Silver Blue Topaz Ring, 1.95 TCW",175.0,250.0,Sterling Silver,Sterling Silver,"Oval Blue Topaz 1.95,",1.95
"Effy Mosaic Sterling Silver & 18K Gold Multi Sapphire Ring,  1.70 TCW",836.5,1195.0,Sterling Silver & 18K Gold,Sterling Silver & 18K Gold,Round Multi Sapphire 1.7,1.7
"Effy 925 Sterling Silver Cushion Onyx Ring, 6.50 TCW",175.0,250.0,Sterling Silver,Sterling Silver,Cushion Onyx 6.5,6.5
"Effy Trio 14K Tri Tone Gold Diamond Clusters Ring, 1.04 TCW",3675.0,5250.0,14K Gold,Three Tone,Round Diamond 1.04,1.04
"Effy Limited Edition 14K Yellow Gold Sapphire and Diamond Ring, 6.39 TCW",2750.0,5500.0,14K Gold,Yellow,"Round Multi Sapphire 6.01, Round Diamond 0.38,",6.39
"Effy D'Oro 14K Yellow Gold Diamond Filigree Ring, 0.41 TCW",2026.5,2895.0,14K Gold,Yellow,"Diamond 0.41,",0.41
"Effy Seaside 14K Two Tone Gold Diamond Anchor Ring, 0.12 TCW",875.0,1250.0,14K Gold,Yellow and White,"Round Diamond 0.12,",0.12
"Effy Tanzanite Royale 14K Two Tone Gold Tanzanite & Diamond Ring, 1.45 TCW",2415.0,3450.0,14K Gold,Rose and White,"Cushion Tanzanite 0.95, Round Diamond 0.5,",1.45
"Effy Splash Sterling Silver Blue Sapphire Oval Ring, 3.00 TCW",556.5,795.0,Sterling Silver,Sterling Silver,Round Blue Sapphire 3,3.0
"Effy Aquarius 14K White Gold Aquamarine and Diamond Ring, 5.05 TCW",2726.5,3895.0,14K Gold,White,"Rectangle Aquamarine 4.9, Multi Shape Diamond 0.15,",5.05
"Effy 14K White Gold Amethyst and Diamond Ring, 4.19 TCW",805.0,1150.0,14K Gold,White,"Oval Amethyst 4.15, Round Diamond 0.04",4.19
"Effy Seaside S. Silver Topaz & Diamond Turtle and Starfish Ring, 1.06 TCW",416.5,595.0,Sterling Silver,Sterling Silver,"Round Blue Topaz 0.98, Round Diamond 0.08,",1.06
"Effy Aurora 14K Two Tone Gold Opal and Diamond Ring, 2.22 TCW",1396.5,1995.0,14K Gold,Yellow and White,"Oval Opal 2.15, Round Diamond 0.07",2.22
"Effy 925 S. Silver & 18K Gold Multi Gemstone and Diamond Ring, 1.08 TCW",455.0,650.0,Sterling Silver & 18K Gold,Yellow,"Oval Multi Color 1.05, Round Diamond 0.03,",1.08
"Effy 925 Sterling Silver and 18K Yellow Gold Green Amethyst Ring, 3.90 TCW",367.5,525.0,Sterling Silver & 18K Gold,Yellow,"Cushion Green Amethyst 3.9,",3.9
"Effy 925 Sterling Silve & 18K Gold Topaz and Amethyst Ring, 1.62 TCW",200.0,350.0,Sterling Silver & 18K Gold,Yellow,"Pear Blue Topaz, Oval Amethyst ,",1.62
"Effy Aquarius 14K White Gold Aquamarine and Diamond Ring, 3.30 TCW",1746.5,2495.0,14K Gold,White,"Multi Shape Aquamarine 3.15, Round Diamond 0.15,",3.3
"Effy Seaside 14K White Gold Sapphire & Diamond Starfish Ring, 3.71 TCW",2520.0,3600.0,14K Gold,White,"Round Diamond 0.24, Multi Shape Sapphire 3.54,",3.71
"Effy Canare 14K Two Tone Gold Yellow and White Diamond Heart Ring, 0.77 TCW",3146.5,4495.0,14K Gold,Yellow and White,"Round Yellow Diamond 0.44, Round Diamond 0.33",0.77
"Effy 14K White Gold Emerald Cut Tanzanite and Diamond Ring, 2.73 TCW",3747.5,7495.0,14K Gold,White,"Emerald Cut Tanzanite 2.09, Round Diamond 0.64,",2.73
"Effy 14K Rose Gold Espresso and White Diamond Cross Over Ring, 1.36 TCW",4500.0,9000.0,14K Gold,Rose,"Round Diamond 1.36,",1.36
"Effy Royale Bleu 14K White Gold Diamond and Sapphire Ring, 1.06 TCW",2225.0,4450.0,14K Gold,White,"Round Diamond 0.54, Round Blue Sapphire 0.52,",1.06
"Effy Nature 14K Rose Gold Sapphire, Ruby & Diamond Flower Ring, 3.45 TCW",4546.5,6495.0,14K Gold,Rose,"Round Multi Color 3.11, Round Diamond 0.34,",3.45
"Effy Sunset 14K Yellow Gold Citrine and Diamond Ring, 6.29 TCW",1155.0,1650.0,14K Gold,Yellow,"Marquise Citrine 6.15, Round Diamond 0.14,",6.29
"Effy 925 Sterling Silver Pink Sapphire Splash Ring, 2.43 TCW",507.5,725.0,Sterling Silver,Sterling Silver,"Round Pink Sapphire 2.43,",2.43
"Effy 925 Sterling Silver Sapphire Band, 0.85 TCW",346.5,495.0,Sterling Silver,Sterling Silver,"Round Blue Sapphire 0.85,",0.85
"Effy Royale Bleu 14K White Gold Sapphire and Diamond Ring, 1.66 TCW",1956.5,2795.0,14K Gold,White,"Round Blue Sapphire 1.42, Round Diamond 0.24,",1.66
"Effy Nature Sterling Silver & 18K Gold Diamond Flower Ring, 0.02 TCW",455.0,650.0,Sterling Silver & 18K Gold,Sterling Silver & 18K Gold,Round Diamond 0.02,0.02
"Effy D'Oro 14K Yellow Gold Diamond Ring, 0.98 TCW",3500.0,5000.0,14K Gold,Yellow,"Round Diamond 0.98,",0.98
"Effy Bordeaux 14K Rose Gold Rhodolite Garnet and Diamond Ring, 3.32 TCW",2170.0,3100.0,14K Gold,Rose,"Pear Garnet 2.9, Round Diamond 0.42",3.32
"Effy Aurora 14K Yellow Gold Opal and Diamond Ring, 1.88 TCW",1875.0,3750.0,14K Gold,Yellow,"Oval Opal 1.4, Round Diamond 0.48,",1.88
"Effy Watercolors 14K Yellow Gold Multi-Sapphire and Diamond Ring, 1.03 TCW",1116.5,1595.0,14K Gold,Yellow,"Round Multi Sapphire 0.92, Round Diamond 0.11,",1.03
"Effy Brasilica 14K Yellow Gold Emerald and Diamond Ring, 2.26 TCW",2516.5,3595.0,14K Gold,Yellow,"Emerald Cut Emerald 2.11, Round Diamond 0.15",2.26
"Effy Brasilica 14K Yellow Gold Emerald and Diamond Ring, 1.72 TCW",3006.5,4295.0,14K Gold,Yellow,"Pear Emerald 1.33, Round Diamond 0.39",1.72
"Effy Brasilica 14K Yellow Gold Emerald and Diamond Ring, 1.57 TCW",2306.5,3295.0,14K Gold,Yellow,"Emerald Cut Emerald 1.42, Round Diamond 0.15",1.57
"Effy Brasilica 14K Yellow Gold Emerald and Diamond Ring, 1.53 TCW",2096.5,2995.0,14K Gold,Yellow,"Emerald Cut Emerald 1.33, Round Diamond 0.2,",1.53
"Effy Brasilica 14K Yellow Gold Emerald and Diamond Ring, 1.58 TCW",2936.5,4195.0,14K Gold,Yellow,"Emerald Cut Emerald 0.95, Multi Shape Diamond 0.63",1.58
"Effy Brasilica 14K Yellow Gold Emerald and Diamond Ring, 1.55 TCW",2796.5,3995.0,14K Gold,Yellow,"Oval Emerald 1.14, Round Diamond 0.41",1.55
"Effy Watercolors 14K Gold Multi Sapphire Diamond Butterfly Ring, 2.62 TCW",1816.5,2595.0,14K Gold,Yellow,"Round Diamond 1.48, Marquise Multi Sapphire 1.14,",2.62
"Effy Sunset 14K Yellow Gold Citrine and Diamond Ring, 6.72 TCW",976.5,1395.0,14K Gold,Yellow,"Rectangle Citrine 6.66, Round Diamond 0.06,",6.72
"Effy Blush 14K Rose Gold Morganite and Diamond Ring, 2.59 TCW",2275.0,3250.0,14K Gold,Rose,"Emerald Cut Morganite 2.2, Multi Shape Diamond 0.39",2.59
"Effy 925 Sterling Silver and 18K Yellow Gold Diamond Ring, 0.10 TCW",486.5,695.0,Sterling Silver & 18K Gold,Yellow,Round Diamond 0.11,0.1
"Effy Bouquet 14K Yellow Gold Diamond Cluster Ring, 0.68 TCW",2656.5,3795.0,14K Gold,Yellow,"Round Diamond 0.68,",0.68
"Effy 925 Sterling Silver Multi Sapphire Splash Ring, 1.84 TCW",250.0,250.0,Sterling Silver,Sterling Silver,"Round Sapphire 1.84,",1.84
"Effy Safari 14K Rose Gold Diamond Snake Ring, 1.85 TCW",5246.5,7495.0,14K Gold,Rose,"Round Cognac Diamond 1.56, Round Diamond 0.25, Round Tsavorite 0.04",1.85
"Effy Mosaic Sterling Silver Multi Gemstone Ring, 1.66 TCW",157.5,225.0,Sterling Silver,Sterling Silver,"Smokey Quartz, Peridot, Garnet, Citrine, Amethyst, Blue Topaz and Garnet",1.66
"Effy Watercolors 14K Gold Multi Sapphire and Diamond Floral Ring, 3.03 TCW",1855.0,2650.0,14K Gold,Yellow,"Pear Multi Sapphire 2.85, Round Diamond 0.18,",3.03
"Effy Pave Rose 14K Rose Gold Diamond Ring, 0.52 TCW",2096.5,2995.0,14K Gold,Rose,Round Diamond 0.52,0.52
"Effy 925 Sterling Silver Blue Sapphire Splash Ring, 1.80 TCW",250.0,250.0,Sterling Silver,Sterling Silver,"Blue Sapphire 1.8,",1.8
"Effy 925 Lagoon Sterling Silver Onyx Ring, 4.30 TCW",346.5,495.0,Sterling Silver,Sterling Silver,"Oval Onyx 4.3,",4.3
"Effy Novelty 14K White Gold Diamond Cross Ring, 0.10 TCW",626.5,895.0,14K Gold,White,"Round Diamond 0.1,",0.1
"Effy Mosaic 14K Yellow Gold Multi Gemstone Ring, 1.40 TCW",945.0,1350.0,14K Gold,Yellow,Round Multi Color 1.4,1.4
"Effy Aquarius 14K White Gold Aquamarine and Diamond Ring, 1.59 TCW",2096.5,2995.0,14K Gold,White,"Round Aquamarine 1.15, Round Diamond 0.44",1.59
"Effy 925 Sterling Silver Blue Sapphire Ring, 2.45 TCW",766.5,1095.0,Sterling Silver,Sterling Silver,Round Blue Sapphire 2.45,2.45
Effy Seaside Sterling Silver and 18K Gold Turtle Ring,385.0,550.0,Sterling Silver & 18K Gold,Sterling Silver & 18K Gold,No Stones,0.0
"Effy 925 Sterling Silver and 18K Gold Accents Multi Gemstone Ring, 3.62 TCW",385.0,550.0,Sterling Silver & 18K Gold,Yellow,"Multi Shape Multi Color 3.62,",3.62
"Effy 925 Sterling Silver and 18K Gold Green Amethyst Ring, 1.75 TCW",276.5,395.0,Sterling Silver & 18K Gold,Yellow,"Rectangle Green Amethyst 1.75,",1.75
"Effy Classique 14K White Gold Diamond Ring, 0.73 TCW",2205.0,3150.0,14K Gold,White,"Baguette Diamond 0.52, Round Diamond 0.21,",0.73
"Effy Pave Rose 14K Rose Gold Diamond Ring, 0.56 TCW",3356.5,4795.0,14K Gold,Rose,Round Diamond 0.56,0.56
"Effy 14K White Gold Alexandrite and Diamond Ring, 0.57 TCW",3496.5,4995.0,14K Gold,White,"Oval Alexandrite 0.33, Round Diamond 0.24,",0.57
"Effy Gemma 14K Rose Gold Ruby and Diamond Ring, 1.28 TCW",1676.5,2395.0,14K Gold,Rose,"Baguette Ruby 1.06, Round Diamond 0.22,",1.28
"Effy Safari 14K White Gold Mix Diamonds and Ruby Peacock Ring, 1.50 TCW",5316.5,7595.0,14K Gold,White,"Round Diamond 1.49, Round Ruby 0.01,Blue, Green, Yellow and White Diamonds",1.5
"Effy Watercolors 14K Yellow Gold Multi Sapphire and Diamond Ring, 3.50 TCW",3347.5,6695.0,14K Gold,Yellow,"Oval Multi Sapphire 2.9, Round Diamond 0.6",3.5
"Effy Pave Classica 14K White Gold Diamond Ring, 2.53 TCW",6856.5,9795.0,14K Gold,White,Multi Shape Diamond 2.53,2.53
"Effy Tanzanite Royale 14K White Gold Tanzanite & Diamond Ring, 2.29 TCW",3570.0,5100.0,14K Gold,White,"Emerald Cut Tanzanite 2.09, Round Diamond 0.2",2.29
"Effy Bouquet 14K White Gold Diamond Heart Ring, 0.84 TCW",2516.5,3595.0,14K Gold,White,Multi Shape Diamond 0.84,0.84
"Effy Signature 14K White Gold Diamond Panther Ring, 0.67 TCW",2446.5,3495.0,14K Gold,White,"Round Diamond 0.65, Round Emerald 0.02",0.67
"Effy Duo 14K Two Tone Gold Diamond Cluster Ring, 1.93 TCW",6506.5,9295.0,14K Gold,Rose and White,Round Diamond 1.93,1.93
"Effy 14K White Gold Black Diamond Wide Band Ring, 2.11 TCW",4616.5,6595.0,14K Gold,White,Round Black Diamond 2.11,2.11
"Effy Canare 14K Tri Tone Gold Yellow and White Diamond Ring, 1.03 TCW",3916.5,5595.0,14K Gold,Three Tone,"Round Yellow Diamond 0.63, Round Diamond 0.4",1.03
"Effy Signature 14K Yellow Gold Diamond and Emerald Panther Ring, 2.13 TCW",7346.5,10495.0,14K Gold,Yellow,"Round Diamond 2.09, Round Emerald 0.04",2.13
"Effy Royale Bleu 14K White Gold Sapphire and Diamond Ring, 2.04 TCW",1046.5,1495.0,14K Gold,White,"Marquise Blue Sapphire 1.99, Round Diamond 0.05,",2.04
"Effy 14K Yellow Gold Green Amethyst and Diamond Ring, 1.72 TCW",1015.0,1450.0,14K Gold,Yellow,"Rectangle Green Amethyst 6.5, Round Diamond 0.14",1.72
"Effy Signature 14K Gold Diamond Single or Double Finger Ring, 0.41 TCW",2446.5,3495.0,14K Gold,Yellow,"Round Diamond 0.39, Round Tsavorite 0.02,",0.41
"Effy 14K White Gold Topaz and Diamond Ring, 8.52 TCW",1365.0,1950.0,14K Gold,White,"Emerald Cut Blue Topaz 8.45, Round Diamond 0.07,",8.52
"14K Two Tone Gold Espresso and White Diamond Crossover Ring, 1.00 TCW",1925.0,2750.0,14K Gold,Rose and White,Round Diamond 1,1.0
"Effy 14K Yellow Gold Alexandrite and Diamond Ring, 0.84 TCW",2575.0,5150.0,14K Gold,Yellow,"Oval Alexandrite 0.42, Round Diamond 0.42",0.84
"Effy Bella Bleu 14K White Gold Blue and White Diamond Ring, 0.47 TCW",1746.5,2495.0,14K Gold,White,"Round Diamond 0.47,",0.47
"Effy Nature 14K Two Tone Gold Diamond Flower Ring, 0.34 TCW",1325.0,2650.0,14K Gold,Rose and White,"Round Diamond 0.34,",0.34
"Effy Brasilica 14K White Gold Emerald and Diamond Ring, 2.02 TCW",2997.5,5995.0,14K Gold,White,"Emerald Cut Emerald 1.42, Round Diamond 0.6",2.02
"Effy Ruby Royale 14K Rose Gold Ruby and Diamond Ring, 0.44 TCW",1186.5,1695.0,14K Gold,Rose,"Round Ruby 0.28, Round Diamond 0.16,",0.44
"Effy 14K Rose Gold Espresso and White Diamond Belt Ring, 0.57 TCW",1997.5,3995.0,14K Gold,Rose,"Round Cognac Diamond 0.53, Round Diamond 0.04,",0.57
"Effy 14K Yellow Gold Turquoise and Diamond Ring, 2.03 TCW",1396.5,1995.0,14K Gold,Yellow,"Oval Turquoise 2.35, Round Diamond 0.19",2.03
"Effy Ruby Royale 14K Yellow Gold Ruby and Diamond Ring, 0.52 TCW",976.5,1395.0,14K Gold,Yellow,"Round Ruby 0.43, Round Diamond 0.09,",0.52
