Item_Number,Description,Discount_Price,Price,Metal,Metal Color,Stones,Jewelry_Type,Product_Carat,Stone1_Desc,Stone1_Carat,Stone1_Stone,Stone1_Color,Stone1_Cut,Stone2_Desc,Stone2_Carat,Stone2_Stone,Stone2_Color,Stone2_Cut,Stone3_Desc,Stone3_Carat,Stone3_Stone,Stone3_Color,Stone3_Cut,Stone4_Desc,Stone4_Carat,Stone4_Stone,Stone4_Color,Stone4_Cut,Stone5_Desc,Stone5_Carat,Stone5_Stone,Stone5_Color,Stone5_Cut,Stone6_Desc,Stone6_Carat,Stone6_Stone,Stone6_Color,Stone6_Cut
101,"Effy 14K Rose Gold Espresso and White Diamond Ring, 1.28 TCW",2447.5,4895,14K Gold,Rose,"Round Diamond 1.28,",Rings,1.28,Round Diamond,1.28,Diamond,,Round,,,,,,,,,,,,,,,,,,,,,,,,,
102,"Effy 14K Rose Gold Espresso and White Diamond Ring, 1.63 TCW",3375,6750,14K Gold,Rose,"Round Diamond 1.63,",Rings,1.63,Round Diamond,1.63,Diamond,,Round,,,,,,,,,,,,,,,,,,,,,,,,,
103,"Effy 14K Rose Gold Espresso and White Diamond Ring, 1.69 TCW",3447.5,6895,14K Gold,Rose,Round Diamond 1.69,Rings,1.69,Round Diamond,1.69,Diamond,,Round,,,,,,,,,,,,,,,,,,,,,,,,,
104,"Effy 14K Rose Gold Espresso and White Diamond Ring, 2.05 TCW",3647.5,7295,14K Gold,Rose,Round Diamond 2.05,Rings,2.05,Round Diamond,2.05,Diamond,,Round,,,,,,,,,,,,,,,,,,,,,,,,,
105,"Effy 14K Rose Gold Espresso and White Diamond Slipknot Ring, 0.86 TCW",1897.5,3795,14K Gold,Rose,Round Diamond 0.86,Rings,0.86,Round Diamond,0.86,Diamond,,Round,,,,,,,,,,,,,,,,,,,,,,,,,
106,"Effy 14K Rose Gold Espresso and White Diamond Stud Earrings, 0.71 TCW",2236.5,3195,14K Gold,Rose,Round Diamond 0.92,Earrings,0.71,Round Diamond,0.92,Diamond,,Round,,,,,,,,,,,,,,,,,,,,,,,,,
107,"Effy 14K Rose Gold Espresso and White Diamond Wrapped Leaf Ring, 0.92 TCW",1747.5,3495,14K Gold,Rose,Round Diamond 0.92,Rings,0.92,Round Diamond,0.92,Diamond,,Round,,,,,,,,,,,,,,,,,,,,,,,,,
108,"Effy 14K Rose Gold Espresso, Black and White Diamond Earrings, 1.60 TCW",3497.5,6995,14K Gold,Rose,Round Diamond 1.6,Earrings,1.6,Round Diamond,1.6,Diamond,,Round,,,,,,,,,,,,,,,,,,,,,,,,,
109,"Effy 14K Rose Gold Mixed Shapes Diamond Ring, 0.94 TCW",2975,4250,14K Gold,Rose,"Round Diamond 0.94,",Rings,0.94,Round Diamond,0.94,Diamond,,Round,,,,,,,,,,,,,,,,,,,,,,,,,
110,"Effy 14K Rose Gold Morganite and Diamond Pendant, 3.13",1125,2250,14K Gold,Rose,"Oval Morganite 3.09, Round Diamond 0.04",Necklace and Pendant,0,Oval Morganite,3.09,Morganite,,Oval,Round Diamond,0.04,Diamond,,Round,,,,,,,,,,,,,,,,,,,,
111,"Effy 14K Rose Gold Morganite and Diamond Ring, 3.43 TCW",1447.5,2895,14K Gold,Rose,"Oval Morganite 3.15, Round Diamond 0.28,",Rings,3.43,Oval Morganite,3.15,Morganite,,Oval,Round Diamond,0.28,Diamond,,Round,,,,,,,,,,,,,,,,,,,,
112,"Effy 14K Rose Gold Multi Gemstone and Diamond Ring, 4.61 TCW",997.5,1995,14K Gold,Rose,"Multi-Shape Multi-Color 4.55, Round Diamond 0.06",Rings,4.61,Multi-Shape Multi-Color,4.55,Multi-Color,,Multi-Shape,Round Diamond,0.06,Diamond,,Round,,,,,,,,,,,,,,,,,,,,
113,"Effy 14K Rose Gold Multi Tourmaline and Diamond Tennis Bracelet, 11.52 TCW",3675,5250,14K Gold,Rose,"Oval Tourmaline 11.35, Round Diamond 0.17",Bracelets,11.52,Oval Tourmaline,11.35,Tourmaline,,Oval,Round Diamond,0.17,Diamond,,Round,,,,,,,,,,,,,,,,,,,,
114,"Effy 14K Rose Gold Pave Diamond Disk Pendant, 0.25 TCW",1120,1600,14K Gold,Rose,"Round Diamond 0.25,",Necklace and Pendant,0.25,Round Diamond,0.25,Diamond,,Round,,,,,,,,,,,,,,,,,,,,,,,,,
115,"Effy 14K Rose Gold Pink Quartz and Diamond Earrings, 24.36 TCW",2097.5,4195,14K Gold,Rose,"Multi-Shape Pink Quartz 23.8, Round Diamond 0.56",Earrings,24.36,Multi-Shape Pink Quartz,23.8,Quartz,Pink,Multi-Shape,Round Diamond,0.56,Diamond,,Round,,,,,,,,,,,,,,,,,,,,
116,"Effy 14K Rose Gold Pink Quartz and Diamond Pendant, 11.17 TCW",1175,2350,14K Gold,Rose,"Multi-Shape Pink Quartz 10.9, Round Diamond 0.27",Necklace and Pendant,11.17,Multi-Shape Pink Quartz,10.9,Quartz,Pink,Multi-Shape,Round Diamond,0.27,Diamond,,Round,,,,,,,,,,,,,,,,,,,,
117,"Effy 14K Rose Gold Pink Sapphire and Diamond Band Ring, 0.27 TCW",770,1100,14K Gold,Rose,"Round Pink Sapphire 0.19, Round Diamond 0.08,",Rings,0.27,Round Pink Sapphire,0.19,Sapphire,Pink,Round,Round Diamond,0.08,Diamond,,Round,,,,,,,,,,,,,,,,,,,,
118,"Effy 14K Rose Gold Purple Amethyst and Diamond Pendant, 2.40 TCW",1155,1650,14K Gold,Rose,"Round Amethyst 2.33, Round Diamond 0.07",Necklace and Pendant,2.4,Round Amethyst,2.33,Amethyst,,Round,Round Diamond,0.07,Diamond,,Round,,,,,,,,,,,,,,,,,,,,
119,"Effy 14K Rose Gold Rhodolite Garnet and Diamond Earrings, 4.92 TCW",1597.5,3195,14K Gold,Rose,"Oval Garnet 4.56, Round Diamond 0.36",Earrings,4.92,Oval Garnet,4.56,Garnet,,Oval,Round Diamond,0.36,Diamond,,Round,,,,,,,,,,,,,,,,,,,,
120,"Effy 14K Rose Gold Rhodolite Garnet and Diamond Ring, 2.51 TCW",1275,2550,14K Gold,Rose,"Round Garnet 2.42, Round Diamond 0.29,",Rings,2.51,Round Garnet,2.42,Garnet,,Round,Round Diamond,0.29,Diamond,,Round,,,,,,,,,,,,,,,,,,,,
121,"Effy 14K Rose Gold Rose Quartz and Diamond Cocktail Ring, 10.56 TCW",975,1950,14K Gold,Rose,"Fantasy Rose Quartz 10.36, Round Diamond 0.2,",Rings,10.56,Fantasy Rose Quartz,10.36,Quartz,Rose,Fantasy,Round Diamond,0.2,Diamond,,Round,,,,,,,,,,,,,,,,,,,,
122,"Effy 14K Rose Gold Tanzanite and Diamond Pendant, 2.17 TCW",2850,5700,14K Gold,Rose,"Oval Tanzanite 1.14, Round Diamond 1.03",Necklace and Pendant,2.17,Oval Tanzanite,1.14,Tanzanite,,Oval,Round Diamond,1.03,Diamond,,Round,,,,,,,,,,,,,,,,,,,,
123,"Effy 14K Rose Gold Tanzanite and Diamond Ring, 2.63 TCW",2847.5,5695,14K Gold,Rose,"Pear Tanzanite 2.09, Round Diamond 0.54",Rings,2.63,Pear Tanzanite,2.09,Tanzanite,,Pear,Round Diamond,0.54,Diamond,,Round,,,,,,,,,,,,,,,,,,,,
124,"Effy 14K Rose Gold Tanzanite and Diamond Rings, 1.34 TCW",2170,3100,14K Gold,Rose,"Round Tanzanite 0.95, Round Diamond 0.39,",Rings,1.34,Round Tanzanite,0.95,Tanzanite,,Round,Round Diamond,0.39,Diamond,,Round,,,,,,,,,,,,,,,,,,,,
125,"Effy 14K Rose Gold Tanzanite and Diamond Stud Earrings, 1.70 TCW",1746.5,2495,14K Gold,Rose,"Oval Tanzanite 1.33, Round Diamond 0.37",Earrings,1.7,Oval Tanzanite,1.33,Tanzanite,,Oval,Round Diamond,0.37,Diamond,,Round,,,,,,,,,,,,,,,,,,,,
126,"Effy 14K Tri Color Gold Diamond Multi Intertwined Band Ring, 1.15 TCW",3250,6500,14K Gold,Three Tone,"Round Diamond 1.15,6 Intertwined Bands",Rings,1.15,Round Diamond,1.15,Diamond,,Round,6 Intertwined Bands,0,Bands,Intertwined,6,,,,,,,,,,,,,,,,,,,,
127,"Effy 14K Tri Color Gold Diamond Ring, 0.40 TCW",1375,2750,14K Gold,Three Tone,"Round Diamond 0.4,",Rings,0.4,Round Diamond,0.4,Diamond,,Round,,,,,,,,,,,,,,,,,,,,,,,,,
128,"Effy 14K Tri Color Gold Diamond Twist Ring, 0.37 TCW",1547.5,3095,14K Gold,Three Tone,"Round Diamond 0.37,",Rings,0.37,Round Diamond,0.37,Diamond,,Round,,,,,,,,,,,,,,,,,,,,,,,,,
129,"Effy 14K Tri Tone Gold Diamond Knot Ring, 0.52 TCW",1800,3600,Sterling Silver & 18K Gold,Three Tone,"Round Diamond 0.52,Top Width; 1/2""",Rings,0.52,Round Diamond,0.52,Diamond,,Round,Top Width;,1,Width;,,Top,,,,,,,,,,,,,,,,,,,,
130,"Effy 14K Tri-Color Gold Diamond Flower Earrings, 1.87 TCW",5075,7250,14K Gold,Three Tone,"Round Diamond 1.87,",Earrings,1.87,Round Diamond,1.87,Diamond,,Round,,,,,,,,,,,,,,,,,,,,,,,,,
131,"Effy 14K Tri-Color Gold Emerald, Yellow & White Diamond Pendant, 1.21 TCW",2125,4250,14K Gold,Three Tone,"Cushion Emerald 0.86, Round Diamond 0.35",Necklace and Pendant,1.21,Cushion Emerald,0.86,Emerald,,Cushion,Round Diamond,0.35,Diamond,,Round,,,,,,,,,,,,,,,,,,,,
132,"Effy 14K Tri-Color Gold Emerald, Yellow & White Diamond Ring, 1.48 TCW",3725,7450,14K Gold,Three Tone,"Cushion Emerald 0.86, Round Diamond 0.62,",Rings,1.48,Cushion Emerald,0.86,Emerald,,Cushion,Round Diamond,0.62,Diamond,,Round,,,,,,,,,,,,,,,,,,,,
133,"Effy 14K Two Tone Gold Black and White Diamond Ring, 1.95 TCW",5246.5,7495,14K Gold,Yellow and White,Round Diamond 1.95,Rings,1.95,Round Diamond,1.95,Diamond,,Round,,,,,,,,,,,,,,,,,,,,,,,,,
134,"Effy 14K Two Tone Gold Diamond Earrings, 0.41 TCW",1647.5,3295,14K Gold,Rose and White,Round Diamond 0.41,Earrings,0.41,Round Diamond,0.41,Diamond,,Round,,,,,,,,,,,,,,,,,,,,,,,,,
135,"Effy 14K Two Tone Gold Diamond Ring, 0.97 TCW",2647.5,5295,14K Gold,Yellow and White,Round Diamond 0.97,Rings,0.97,Round Diamond,0.97,Diamond,,Round,,,,,,,,,,,,,,,,,,,,,,,,,
136,"Effy 14K Two Tone Gold Emerald and Diamond Pendant, 1.73 TCW",3097.5,6195,14K Gold,Yellow and White,"Oval Emerald 1.14, Round Diamond 0.59",Necklace and Pendant,1.73,Oval Emerald,1.14,Emerald,,Oval,Round Diamond,0.59,Diamond,,Round,,,,,,,,,,,,,,,,,,,,
137,"Effy 14K Two Tone Gold Emerald Cut Tanzanite and Diamond Ring, 2.32 TCW",3675,5250,14K Gold,Rose and White,"Emerald Tanzanite 1.33, Round Diamond 0.99,",Rings,2.32,Emerald Tanzanite,1.33,Tanzanite,,Emerald,Round Diamond,0.99,Diamond,,Round,,,,,,,,,,,,,,,,,,,,
138,"Effy 14K Two Tone Gold Pink and White Diamond Pendant, 0.54 TCW",4896.5,6995,14K Gold,Rose and White,Round Diamond 0.54,Necklace and Pendant,0.54,Round Diamond,0.54,Diamond,,Round,,,,,,,,,,,,,,,,,,,,,,,,,
139,"Effy 14K Two Tone Gold Pink Sapphire and Diamond Ring, 1.43 TCW",3286.5,4695,14K Gold,Rose and White,"Emerald Pink Sapphire 1.05, Round Diamond 0.38",Rings,1.43,Emerald Pink Sapphire,1.05,Sapphire,Pink,Emerald,Round Diamond,0.38,Diamond,,Round,,,,,,,,,,,,,,,,,,,,
140,"Effy 14K Two Tone Gold Sapphire and Diamond Pendant, 1.66 TCW",1675,3350,14K Gold,Rose and White,"Oval Blue Sapphire 1.42, Round Diamond 0.24",Necklace and Pendant,1.66,Oval Blue Sapphire,1.42,Sapphire,Blue,Oval,Round Diamond,0.24,Diamond,,Round,,,,,,,,,,,,,,,,,,,,
141,"Effy 14K Two Tone Gold Tanzanite and Diamond Earrings, 2.19 TCW",1950,3900,14K Gold,Rose and White,"Emerald Tanzanite 1.71, Round Diamond 0.48",Earrings,2.19,Emerald Tanzanite,1.71,Tanzanite,,Emerald,Round Diamond,0.48,Diamond,,Round,,,,,,,,,,,,,,,,,,,,
142,"Effy 14K Two Tone Gold Tanzanite and Diamond Pendant, 2.37 TCW",2525,5050,14K Gold,Rose and White,"Emerald Tanzanite 2.09, Round Diamond 0.28",Necklace and Pendant,2.37,Emerald Tanzanite,2.09,Tanzanite,,Emerald,Round Diamond,0.28,Diamond,,Round,,,,,,,,,,,,,,,,,,,,
143,"Effy 14K Two Tone Gold Tanzanite and Diamond Ring, 3.26 TCW",4082.5,8165,14K Gold,Rose and White,"Oval Tanzanite 2.61, Round Diamond 0.65,",Rings,3.26,Oval Tanzanite,2.61,Tanzanite,,Oval,Round Diamond,0.65,Diamond,,Round,,,,,,,,,,,,,,,,,,,,
144,"Effy 14K Two Tone Gold Yellow and White Diamond Ring, 0.44 TCW",1575,3150,14K Gold,Yellow and White,Round Diamond 0.44,Rings,0.44,Round Diamond,0.44,Diamond,,Round,,,,,,,,,,,,,,,,,,,,,,,,,
145,Effy 14K White and Rose Gold Diamond Jerusalem of Gold Heart Pendant,1505,2150,14K Gold,Rose and White,Round Diamond 0.37,Necklace and Pendant,0,Round Diamond,0.37,Diamond,,Round,,,,,,,,,,,,,,,,,,,,,,,,,
146,"Effy 14K White and Rose Gold Diamond Ring, 1.17 TCW",4175,8350,14K Gold,Rose and White,"Round Diamond 1.17,",Rings,1.17,Round Diamond,1.17,Diamond,,Round,,,,,,,,,,,,,,,,,,,,,,,,,
147,"Effy 14K White and Yellow Gold Diamond Ring, 0.79 TCW",2447.5,4895,14K Gold,Yellow and White,"Round Diamond 0.79,",Rings,0.79,Round Diamond,0.79,Diamond,,Round,,,,,,,,,,,,,,,,,,,,,,,,,
148,"Effy 14K White Gold 18"" Diamond Station Necklace, 0.21 TCW",1046.5,1495,14K Gold,White,Round Diamond 0.21,Necklace and Pendant,0.21,Round Diamond,0.21,Diamond,,Round,,,,,,,,,,,,,,,,,,,,,,,,,
149,"Effy 14K White Gold 3-Stone Diamond Ring, 0.18 TCW",836.5,1195,14K Gold,White,"Round Diamond 0.18,",Rings,0.18,Round Diamond,0.18,Diamond,,Round,,,,,,,,,,,,,,,,,,,,,,,,,
150,"Effy 14K White Gold Alexandrite and Diamond Pendant, 0.65 TCW",3916.5,5595,14K Gold,White,"Oval Alexandrite 0.5, Round Diamond 0.15",Necklace and Pendant,0.65,Oval Alexandrite,0.5,Alexandrite,,Oval,Round Diamond,0.15,Diamond,,Round,,,,,,,,,,,,,,,,,,,,
151,"Effy 14K White Gold Alexandrite and Diamond Ring, 0.57 TCW",3496.5,4995,14K Gold,White,"Oval Alexandrite 0.33, Round Diamond 0.24,",Rings,0.57,Oval Alexandrite,0.33,Alexandrite,,Oval,Round Diamond,0.24,Diamond,,Round,,,,,,,,,,,,,,,,,,,,
152,"Effy 14K White Gold Alexandrite and Diamond Ring, 1.19 TCW",3846.5,5495,14K Gold,White,"Round Alexandrite 0.72, Round Diamond 0.47",Rings,1.19,Round Alexandrite,0.72,Alexandrite,,Round,Round Diamond,0.47,Diamond,,Round,,,,,,,,,,,,,,,,,,,,
153,"Effy 14K White Gold Alexandrite and Diamond Ring, 1.22 TCW",4616.5,6595,14K Gold,White,"Oval Alexandrite 1, Round Diamond 0.22,",Rings,1.22,Oval Alexandrite,1,Alexandrite,,Oval,Round Diamond,0.22,Diamond,,Round,,,,,,,,,,,,,,,,,,,,
154,"Effy 14K White Gold Amethyst and Diamond Ring, 4.19 TCW",805,1150,14K Gold,White,"Oval Amethyst 4.15, Round Diamond 0.04",Rings,4.19,Oval Amethyst,4.15,Amethyst,,Oval,Round Diamond,0.04,Diamond,,Round,,,,,,,,,,,,,,,,,,,,
155,"Effy 14K White Gold Aquamarine and Diamond Pendant, 2.52 TCW",1247.5,2495,14K Gold,White,"Cushion Aquamarine 2.23, Round Diamond 0.29",Necklace and Pendant,2.52,Cushion Aquamarine,2.23,Aquamarine,,Cushion,Round Diamond,0.29,Diamond,,Round,,,,,,,,,,,,,,,,,,,,
156,"Effy 14K White Gold Aquamarine and Diamond Ring, 4.19 TCW",1375,2750,14K Gold,White,"Oval Aquamarine 3.95, Round Diamond 0.24",Rings,4.19,Oval Aquamarine,3.95,Aquamarine,,Oval,Round Diamond,0.24,Diamond,,Round,,,,,,,,,,,,,,,,,,,,
157,"Effy 14K White Gold Black and White Diamond Band Ring, 1.06 TCW",2306.5,3295,14K Gold,White,"Multi-Shape Diamond 1.06,",Rings,1.06,Multi-Shape Diamond,1.06,Diamond,,Multi-Shape,,,,,,,,,,,,,,,,,,,,,,,,,
158,"Effy 14K White Gold Black and White Diamond Bangle, 1.26 TCW",5386.5,7695,14K Gold,White,"Round Diamond 1.26,",Bracelets,1.26,Round Diamond,1.26,Diamond,,Round,,,,,,,,,,,,,,,,,,,,,,,,,
159,"Effy 14K White Gold Black and White Diamond Bangle, 2.13 TCW",5316.5,7595,14K Gold,White,"Round Diamond 2.13, Round Black Diamond ,",Bracelets,2.13,Round Diamond,2.13,Diamond,,Round,Round Black Diamond,0,Diamond,Black,Round,,,,,,,,,,,,,,,,,,,,
160,"Effy 14K White Gold Black and White Diamond Bangle, 4.47 TCW",9796.5,13995,14K Gold,White,"Black Diamond,",Bracelets,4.47,Black Diamond,0,Diamond,,Black,,,,,,,,,,,,,,,,,,,,,,,,,
161,"Effy 14K White Gold Black and White Diamond Crossover Ring, 0.77 TCW",1956.5,2795,14K Gold,White,"Multi-Shape Diamond 0.77,",Rings,0.77,Multi-Shape Diamond,0.77,Diamond,,Multi-Shape,,,,,,,,,,,,,,,,,,,,,,,,,
162,"Effy 14K White Gold Black and White Diamond Crossover Ring, 1.80 TCW",4686.5,6695,14K Gold,White,Round Diamond 1.8,Rings,1.8,Round Diamond,1.8,Diamond,,Round,,,,,,,,,,,,,,,,,,,,,,,,,
163,"Effy 14K White Gold Black and White Diamond Drop Earrings, 1.70 TCW",4896.5,6995,14K Gold,White,"Round Diamond 1.34, Round Black Diamond 0.36",Earrings,1.7,Round Diamond,1.34,Diamond,,Round,Round Black Diamond,0.36,Diamond,Black,Round,,,,,,,,,,,,,,,,,,,,
164,"Effy 14K White Gold Black and White Diamond Earrings, .71 TCW",2796.5,3995,14K Gold,White,"Round Black Diamond, Round Diamond ,",Earrings,0.71,Round Black Diamond,0,Diamond,Black,Round,Round Diamond,0,Diamond,,Round,,,,,,,,,,,,,,,,,,,,
165,"Effy 14K White Gold Black and White Diamond Earrings, 0.79 TCW",2096.5,2995,14K Gold,White,Round Diamond 0.79,Earrings,0.79,Round Diamond,0.79,Diamond,,Round,,,,,,,,,,,,,,,,,,,,,,,,,
166,"Effy 14K White Gold Black and White Diamond Earrings, 0.92 TCW",1956.5,2795,14K Gold,White,"Round Diamond 0.92, Round Black Diamond ,",Earrings,0.92,Round Diamond,0.92,Diamond,,Round,Round Black Diamond,0,Diamond,Black,Round,,,,,,,,,,,,,,,,,,,,
167,"Effy 14K White Gold Black and White Diamond Earrings, 1.03 TCW",3706.5,5295,14K Gold,White,Round Diamond 1.03,Earrings,1.03,Round Diamond,1.03,Diamond,,Round,,,,,,,,,,,,,,,,,,,,,,,,,
168,"Effy 14K White Gold Black and White Diamond Earrings, 1.05 TCW",2796.5,3995,14K Gold,White,"Round Diamond 1.05, Round Black Diamond ,",Earrings,1.05,Round Diamond,1.05,Diamond,,Round,Round Black Diamond,0,Diamond,Black,Round,,,,,,,,,,,,,,,,,,,,
169,"Effy 14K White Gold Black and White Diamond Earrings, 1.30 TCW",3076.5,4395,14K Gold,White,"Round Black Diamond, Round Diamond ",Earrings,1.3,Round Black Diamond,0,Diamond,Black,Round,Round Diamond,0,Diamond,,Round,,,,,,,,,,,,,,,,,,,,
170,"Effy 14K White Gold Black and White Diamond Earrings, 1.35 TCW",2497.5,4995,14K Gold,White,Round Diamond 1.35,Earrings,1.35,Round Diamond,1.35,Diamond,,Round,,,,,,,,,,,,,,,,,,,,,,,,,
171,"Effy 14K White Gold Black and White Diamond Earrings, 1.38 TCW",3247.5,6495,14K Gold,White,Round Diamond 1.38,Earrings,1.38,Round Diamond,1.38,Diamond,,Round,,,,,,,,,,,,,,,,,,,,,,,,,
172,"Effy 14K White Gold Black and White Diamond Earrings, 1.40 TCW",2347.5,4695,14K Gold,White,"Round Diamond 1.4, Round Black Diamond ",Earrings,1.4,Round Diamond,1.4,Diamond,,Round,Round Black Diamond,0,Diamond,Black,Round,,,,,,,,,,,,,,,,,,,,
173,"Effy 14K White Gold Black and White Diamond Flower Earrings, 2.68 TCW",7497.5,14995,14K Gold,White,"Round Diamond 2.68, Round Black Diamond ,",Earrings,2.68,Round Diamond,2.68,Diamond,,Round,Round Black Diamond,0,Diamond,Black,Round,,,,,,,,,,,,,,,,,,,,
174,"Effy 14K White Gold Black and White Diamond Flower Ring, 1.82 TCW",3497.5,6995,14K Gold,White,"Round Diamond 1.82,",Rings,1.82,Round Diamond,1.82,Diamond,,Round,,,,,,,,,,,,,,,,,,,,,,,,,
175,"Effy 14K White Gold Black and White Diamond Globe Drop Earrings, 6.77 TCW",9096.5,12995,14K Gold,White,Round Diamond 6.77,Earrings,6.77,Round Diamond,6.77,Diamond,,Round,,,,,,,,,,,,,,,,,,,,,,,,,
176,"Effy 14K White Gold Black and White Diamond Hoop Earrings, 0.45 TCW",1396.5,1995,14K Gold,White,"Baguette Black Diamond 0.28, Round Diamond 0.17",Earrings,0.45,Baguette Black Diamond,0.28,Diamond,Black,Baguette,Round Diamond,0.17,Diamond,,Round,,,,,,,,,,,,,,,,,,,,
177,"Effy 14K White Gold Black and White Diamond Hoop Earrings, 1.57 TCW",3146.5,4495,14K Gold,White,"Multi-Shape Diamond 1.57,",Earrings,1.57,Multi-Shape Diamond,1.57,Diamond,,Multi-Shape,,,,,,,,,,,,,,,,,,,,,,,,,
178,"Effy 14K White Gold Black and White Diamond Hoop Earrings, 2.04 TCW",4497.5,8995,14K Gold,White,"Round Black Diamond 2.4, Round Diamond 1.64,1"" Hoop",Earrings,2.04,Round Black Diamond,2.4,Diamond,Black,Round,Round Diamond,1.64,Diamond,,Round,"1"" Hoop",0,Hoop,,"1""",,,,,,,,,,,,,,,
179,"Effy 14K White Gold Black and White Diamond Necklace, 1.46 TCW",4406.5,6295,14K Gold,White,"Round Diamond 1.46,17"" Length with 1.5"" Drop",Necklace and Pendant,1.46,Round Diamond,1.46,Diamond,,Round,"17"" Length with",1.5,with,Length,"17""",,,,,,,,,,,,,,,,,,,,
180,"Effy 14K White Gold Black and White Diamond Pave Ring, 1.33 TCW",2425,4850,14K Gold,White,"Round Diamond 1.33,",Rings,1.33,Round Diamond,1.33,Diamond,,Round,,,,,,,,,,,,,,,,,,,,,,,,,
181,"Effy 14K White Gold Black and White Diamond Pear Shaped Necklace, 1.09 TCW",2936.5,4195,14K Gold,White,"Round Black Diamond 0.73, Round Diamond 0.36",Necklace and Pendant,1.09,Round Black Diamond,0.73,Diamond,Black,Round,Round Diamond,0.36,Diamond,,Round,,,,,,,,,,,,,,,,,,,,
182,"Effy 14K White Gold Black and White Diamond Pear Shaped Ring, 1.05 TCW",2586.5,3695,14K Gold,White,"Round Black Diamond 0.81, Round Diamond 0.24",Rings,1.05,Round Black Diamond,0.81,Diamond,Black,Round,Round Diamond,0.24,Diamond,,Round,,,,,,,,,,,,,,,,,,,,
183,"Effy 14K White Gold Black and White Diamond Pendant, .89 TCW",2656.5,3795,14K Gold,White,"Round Diamond, Round Black Diamond ,Chain Included",Necklace and Pendant,0.89,Round Diamond,0,Diamond,,Round,Round Black Diamond,0,Diamond,Black,Round,Chain Included,0,Included,,Chain,,,,,,,,,,,,,,,
184,"Effy 14K White Gold Black and White Diamond Pendant, 0.48 TCW",1676.5,2395,14K Gold,White,Round Diamond 0.48,Necklace and Pendant,0.48,Round Diamond,0.48,Diamond,,Round,,,,,,,,,,,,,,,,,,,,,,,,,
185,"Effy 14K White Gold Black and White Diamond Pendant, 0.62 TCW",1256.5,1795,14K Gold,White,"Round Diamond 0.62, Round Black Diamond ,Chain Included",Necklace and Pendant,0.62,Round Diamond,0.62,Diamond,,Round,Round Black Diamond,0,Diamond,Black,Round,Chain Included,0,Included,,Chain,,,,,,,,,,,,,,,
186,"Effy 14K White Gold Black and White Diamond Pendant, 0.75 TCW",1750,3500,14K Gold,White,"Round Black Diamond, Round Diamond 0.75,Chain Included",Necklace and Pendant,0.75,Round Black Diamond,0,Diamond,Black,Round,Round Diamond,0.75,Diamond,,Round,Chain Included,0,Included,,Chain,,,,,,,,,,,,,,,
187,"Effy 14K White Gold Black and White Diamond Pendant, 0.86 TCW",2236.5,3195,14K Gold,White,Round Diamond 0.86,Necklace and Pendant,0.86,Round Diamond,0.86,Diamond,,Round,,,,,,,,,,,,,,,,,,,,,,,,,
188,"Effy 14K White Gold Black and White Diamond Pendant, 0.92 TCW",2096.5,2995,14K Gold,White,"Round Black Diamond, Round Diamond ",Necklace and Pendant,0.92,Round Black Diamond,0,Diamond,Black,Round,Round Diamond,0,Diamond,,Round,,,,,,,,,,,,,,,,,,,,
189,"Effy 14K White Gold Black and White Diamond Pendant, 1.06 TCW",3465,4950,14K Gold,White,"Round Black Diamond, Round Diamond ,",Necklace and Pendant,1.06,Round Black Diamond,0,Diamond,Black,Round,Round Diamond,0,Diamond,,Round,,,,,,,,,,,,,,,,,,,,
190,"Effy 14K White Gold Black and White Diamond Ring, .72 TCW",1536.5,2195,14K Gold,White,"Round Diamond 0.72,",Rings,0.72,Round Diamond,0.72,Diamond,,Round,,,,,,,,,,,,,,,,,,,,,,,,,
191,"Effy 14K White Gold Black and White Diamond Ring, 0.35 TCW",2026.5,2895,14K Gold,White,Round Diamond 0.35,Rings,0.35,Round Diamond,0.35,Diamond,,Round,,,,,,,,,,,,,,,,,,,,,,,,,
192,"Effy 14K White Gold Black and White Diamond Ring, 0.49 TCW",1536.5,2195,14K Gold,White,"Round Diamond 0.49,",Rings,0.49,Round Diamond,0.49,Diamond,,Round,,,,,,,,,,,,,,,,,,,,,,,,,
193,"Effy 14K White Gold Black and White Diamond Ring, 0.74 TCW",3325,4750,14K Gold,White,"Round Black Diamond, Round Diamond ,",Rings,0.74,Round Black Diamond,0,Diamond,Black,Round,Round Diamond,0,Diamond,,Round,,,,,,,,,,,,,,,,,,,,
194,"Effy 14K White Gold Black and White Diamond Ring, 0.89 TCW",1816.5,2595,14K Gold,White,"Round Black Diamond 0.67, Round Diamond 0.22,",Rings,0.89,Round Black Diamond,0.67,Diamond,Black,Round,Round Diamond,0.22,Diamond,,Round,,,,,,,,,,,,,,,,,,,,
195,"Effy 14K White Gold Black and White Diamond Ring, 1.08 TCW",2447.5,4895,14K Gold,White,Round Diamond 1.08,Rings,1.08,Round Diamond,1.08,Diamond,,Round,,,,,,,,,,,,,,,,,,,,,,,,,
196,"Effy 14K White Gold Black and White Diamond Ring, 1.21 TCW",2950,5900,14K Gold,White,Round Diamond 1.21,Rings,1.21,Round Diamond,1.21,Diamond,,Round,,,,,,,,,,,,,,,,,,,,,,,,,
197,"Effy 14K White Gold Black and White Diamond Ring, 1.22 TCW",4165,5950,14K Gold,White,Round Diamond 1.22,Rings,1.22,Round Diamond,1.22,Diamond,,Round,,,,,,,,,,,,,,,,,,,,,,,,,
